Protocol,Total
11/8/2021,92359044518
12/8/2021,93444400060
13/08/2021,93928711720
14/08/2021,97316656652
15/08/2021,97094082709
16/08/2021,97042599830
17/08/2021,94865297364
18/08/2021,93163204358
19/08/2021,94374780628
20/08/2021,96696399375
21/08/2021,99007835635
22/08/2021,98022340151
23/08/2021,99051490279
24/08/2021,99117710646
25/08/2021,97440344887
26/08/2021,97506137596
27/08/2021,97067373741
28/08/2021,99574731618
29/08/2021,99158226003
30/08/2021,98356041606
31/08/2021,99474898588
1/9/2021,1.03283E+11
2/9/2021,1.07859E+11
3/9/2021,1.08685E+11
4/9/2021,1.10929E+11
5/9/2021,1.11166E+11
6/9/2021,1.12705E+11
7/9/2021,1.09974E+11
8/9/2021,1.03495E+11
9/9/2021,1.02654E+11
10/9/2021,1.01328E+11
11/9/2021,98825487747
12/9/2021,99829506888
13/09/2021,1.01112E+11
14/09/2021,99963673923
15/09/2021,1.03383E+11
16/09/2021,1.06038E+11
17/09/2021,1.04863E+11
18/09/2021,1.0335E+11
19/09/2021,1.03274E+11
20/09/2021,99369143054
21/09/2021,92253962764
22/09/2021,92329717131
23/09/2021,96386925398
24/09/2021,96709547050
25/09/2021,94081060760
26/09/2021,94969601112
27/09/2021,96095104942
28/09/2021,93076978639
29/09/2021,91646590727
30/09/2021,93404758576
1/10/2021,93384721082
2/10/2021,97252906301
3/10/2021,98665378287
4/10/2021,99056406461
5/10/2021,99535609577
6/10/2021,1.00813E+11
7/10/2021,1.02387E+11
8/10/2021,1.02034E+11
9/10/2021,1.00994E+11
10/10/2021,1.01542E+11
11/10/2021,99286841506
12/10/2021,1.01331E+11
13/10/2021,1.01195E+11
14/10/2021,1.05654E+11
15/10/2021,1.08528E+11
16/10/2021,1.105E+11
17/10/2021,1.10307E+11
18/10/2021,1.11004E+11
19/10/2021,1.09301E+11
20/10/2021,1.11635E+11
21/10/2021,1.17765E+11
22/10/2021,1.1588E+11
23/10/2021,1.14145E+11
24/10/2021,1.17629E+11
25/10/2021,1.16422E+11
26/10/2021,1.18936E+11
27/10/2021,1.17438E+11
28/10/2021,1.136E+11
29/10/2021,1.19375E+11
30/10/2021,1.11618E+11
31/10/2021,1.1251E+11
1/11/2021,1.12676E+11
2/11/2021,1.14021E+11
3/11/2021,1.21211E+11
4/11/2021,1.21905E+11
5/11/2021,1.21898E+11
6/11/2021,1.21271E+11
7/11/2021,1.22519E+11
8/11/2021,1.25438E+11
9/11/2021,1.28932E+11
10/11/2021,1.27936E+11
11/11/2021,1.25274E+11
12/11/2021,1.26451E+11
13/11/2021,1.25886E+11
14/11/2021,1.2589E+11
15/11/2021,1.26291E+11
16/11/2021,1.23912E+11
17/11/2021,1.18584E+11
18/11/2021,1.19607E+11
19/11/2021,1.15108E+11
20/11/2021,1.20578E+11
21/11/2021,1.23568E+11
22/11/2021,1.21337E+11
23/11/2021,1.17812E+11
24/11/2021,1.22064E+11
25/11/2021,1.20808E+11
26/11/2021,1.24692E+11
27/11/2021,1.1613E+11
28/11/2021,1.16877E+11
29/11/2021,1.20814E+11
30/11/2021,1.23182E+11
1/12/2021,1.25594E+11
2/12/2021,1.24969E+11
3/12/2021,1.23808E+11
4/12/2021,1.18734E+11
5/12/2021,1.14113E+11
6/12/2021,1.14919E+11
7/12/2021,1.18251E+11
8/12/2021,1.18372E+11
9/12/2021,1.20528E+11
10/12/2021,1.14913E+11
11/12/2021,1.11517E+11
12/12/2021,1.14177E+11
13/12/2021,1.15695E+11
14/12/2021,1.09644E+11
15/12/2021,1.09821E+11
16/12/2021,1.12973E+11
17/12/2021,1.11915E+11
18/12/2021,1.10744E+11
19/12/2021,1.12873E+11
20/12/2021,1.1236E+11
21/12/2021,1.11481E+11
22/12/2021,1.14685E+11
23/12/2021,1.14499E+11
24/12/2021,1.17511E+11
25/12/2021,1.16692E+11
26/12/2021,1.18084E+11
27/12/2021,1.18524E+11
28/12/2021,1.1823E+11
29/12/2021,1.14315E+11
30/12/2021,1.11736E+11
31/12/2021,1.12217E+11
1/1/2022,1.11699E+11
2/1/2022,1.13442E+11
3/1/2022,1.14629E+11
4/1/2022,1.14742E+11
5/1/2022,1.1478E+11
6/1/2022,1.10589E+11
7/1/2022,1.08706E+11
8/1/2022,1.05954E+11
9/1/2022,1.03858E+11
10/1/2022,1.04879E+11
11/1/2022,1.03343E+11
12/1/2022,1.05928E+11
13/01/2022,1.08317E+11
14/01/2022,1.06353E+11
15/01/2022,1.07103E+11
16/01/2022,1.07565E+11
17/01/2022,1.08054E+11
18/01/2022,1.0575E+11
19/01/2022,1.05384E+11
20/01/2022,1.04353E+11
21/01/2022,1.02682E+11
22/01/2022,91687818841
23/01/2022,85804601222
24/01/2022,87763463624
25/01/2022,84819034990
26/01/2022,86393804253
27/01/2022,87218824087
28/01/2022,82097359107
29/01/2022,83168874435
30/01/2022,84787975652
31/01/2022,84274895585
1/2/2022,85456561200
2/2/2022,86911089413
3/2/2022,85193672516
4/2/2022,85570870492
5/2/2022,90535386465
6/2/2022,91668799268
7/2/2022,92660623088
8/2/2022,94063782500
9/2/2022,94420895937
10/2/2022,95663586844
11/2/2022,93773311429
12/2/2022,91619788629
13/02/2022,91640946985
14/02/2022,90981596642
15/02/2022,91248751186
16/02/2022,94949914274
17/02/2022,94300433822
18/02/2022,90329039010
19/02/2022,88708930968
20/02/2022,88242621336
21/02/2022,86015789406
22/02/2022,83461760234
23/02/2022,84241461782
24/02/2022,83268090075
25/02/2022,82169814123
26/02/2022,83561112471
27/02/2022,83602829624
28/02/2022,81081415483
1/3/2022,85961941336
2/3/2022,86804518058
3/3/2022,86398695124
4/3/2022,84754764785
5/3/2022,81450805602
6/3/2022,82303858563
7/3/2022,80634636428
8/3/2022,80181015130
9/3/2022,81106657490
10/3/2022,83823897828
11/3/2022,81731327797
12/3/2022,80801423357
13/03/2022,81047632847
14/03/2022,79934076419
15/03/2022,80195264297
16/03/2022,81768791775
17/03/2022,84883755185
18/03/2022,85233454756
19/03/2022,87237420616
20/03/2022,87381924303
21/03/2022,86300627940
22/03/2022,89075456907
23/03/2022,90702365409
24/03/2022,91593840577
25/03/2022,92321520833
26/03/2022,91597777141
27/03/2022,92508555601
28/03/2022,95083869413
29/03/2022,95474217299
30/03/2022,96338312729
31/03/2022,96814635193
1/4/2022,92800504734
2/4/2022,95795275829
3/4/2022,95475356168
4/4/2022,96563211082
5/4/2022,96653705832
6/4/2022,94599954121
7/4/2022,91370382699
8/4/2022,92682981259
9/4/2022,91848378337
10/4/2022,92878310491
11/4/2022,92129651562
12/4/2022,87654766010
13/04/2022,88284209615
14/04/2022,89864677475
15/04/2022,88292316286
16/04/2022,88945174315
17/04/2022,89083900365
18/04/2022,87786882314
19/04/2022,88984676572
20/04/2022,89689978559
21/04/2022,89411442510
22/04/2022,87282224339
23/04/2022,86827430514
24/04/2022,86504148742
25/04/2022,85848956286
26/04/2022,87874960142
27/04/2022,84414628242
28/04/2022,85788709777
29/04/2022,85650502397
30/04/2022,83613971662
1/5/2022,82055628409
2/5/2022,83162519254
3/5/2022,83301533093
4/5/2022,82655408266
5/5/2022,85091472250
6/5/2022,81306883363
7/5/2022,80709176594
8/5/2022,78565976439
9/5/2022,75666352856
10/5/2022,68985685636
11/5/2022,69440239206
12/5/2022,60518489685
13/05/2022,54421452140
14/05/2022,54688908846
15/05/2022,54738181456
16/05/2022,56207376331
17/05/2022,54471352939
18/05/2022,55593242869
19/05/2022,52996738945
20/05/2022,55001087132
21/05/2022,53319533685
22/05/2022,53642603569
23/05/2022,55123652249
24/05/2022,54265770535
25/05/2022,54964673865
26/05/2022,54473301404
27/05/2022,51974211627
28/05/2022,51275754763
29/05/2022,52124909519
30/05/2022,51764328744
31/05/2022,54688275643
1/6/2022,54591029511
2/6/2022,52704248150
3/6/2022,53035212989
4/6/2022,52073745285
5/6/2022,51858778543
6/6/2022,52231739057
7/6/2022,52466628400
8/6/2022,52371259653
9/6/2022,52065813979
10/6/2022,51236821417
11/6/2022,49188468771
12/6/2022,47067133830
13/06/2022,45042917156
14/06/2022,39460179459
15/06/2022,38071489003
16/06/2022,37794218749
17/06/2022,35297124390
18/06/2022,35646711343
19/06/2022,33406778086
20/06/2022,34718856543
21/06/2022,35166051855
22/06/2022,35102060129
23/06/2022,34692072590
24/06/2022,35832751238
25/06/2022,36708744508
26/06/2022,36819554562
27/06/2022,36290975675
28/06/2022,35839436368
29/06/2022,35029669191
30/06/2022,34584033236
1/7/2022,34199278445
2/7/2022,34262507154
3/7/2022,34440122159
4/7/2022,34575764908
5/7/2022,35739066657
6/7/2022,35755836399
7/7/2022,36298964445
8/7/2022,36579401718
9/7/2022,35912992130
10/7/2022,35964186927
11/7/2022,35217004469
12/7/2022,34128026438
13/07/2022,33112029196
14/07/2022,33763150433
15/07/2022,34738119202
16/07/2022,35127444752
17/07/2022,36082753953
18/07/2022,36018879551
19/07/2022,38595635071
20/07/2022,38481813187
21/07/2022,38079302722
22/07/2022,38803154986
23/07/2022,38989837375
24/07/2022,39063366501
25/07/2022,39743731210
26/07/2022,37710100578
27/07/2022,37604168260
28/07/2022,39784073840
29/07/2022,40998303798
30/07/2022,40830835171
31/07/2022,40782610461
1/8/2022,40593710438
2/8/2022,40387454481
3/8/2022,39832563717
4/8/2022,40307286549
5/8/2022,40728603096
6/8/2022,41401005648
7/8/2022,40891532987
8/8/2022,41727332142
9/8/2022,41957243882
10/8/2022,40986115320
11/8/2022,43051213071
12/8/2022,43066383340
13/08/2022,42979332660
14/08/2022,43163071587
15/08/2022,42839203479
16/08/2022,42260606493
17/08/2022,42386819980
18/08/2022,41648118068
19/08/2022,41430067938
20/08/2022,38935237996
21/08/2022,38538011681
22/08/2022,38610337508
23/08/2022,38640754026
24/08/2022,38826500100
25/08/2022,39090675296
26/08/2022,39370825816
27/08/2022,37395454500
28/08/2022,37113231592
29/08/2022,36505511438
30/08/2022,37872989460
31/08/2022,37799007358
1/9/2022,37668652611
2/9/2022,38014439312
3/9/2022,37945357282
4/9/2022,37643731084
5/9/2022,37740863511
6/9/2022,38322474690
7/9/2022,36765635945
8/9/2022,37442590699
9/9/2022,37483479416
10/9/2022,38544594330
11/9/2022,39121709399
12/9/2022,38688377080
13/09/2022,38066075630
14/09/2022,35925796797
15/09/2022,34994343843
16/09/2022,33505870893
17/09/2022,33597591612
18/09/2022,34023471982
19/09/2022,32988837642
20/09/2022,33142262760
21/09/2022,33278353748
22/09/2022,32588458855
23/09/2022,34504753339
24/09/2022,34664488670
25/09/2022,34308141940
26/09/2022,34196736227
27/09/2022,34731358817
28/09/2022,34884845728
29/09/2022,34967396519
30/09/2022,34920730703
1/10/2022,34770194509
2/10/2022,35120185418
3/10/2022,34609596601
4/10/2022,34836762730
5/10/2022,35373745415
6/10/2022,35446927911
7/10/2022,35387671208
8/10/2022,35131308406
9/10/2022,34996540887
10/10/2022,34756933046
11/10/2022,34575492778
12/10/2022,34586377877
13/10/2022,34514187697
14/10/2022,34087282328
15/10/2022,34112268243
16/10/2022,33913907068
17/10/2022,34307943278
18/10/2022,34668090717
19/10/2022,34633292913
20/10/2022,34143557591
21/10/2022,33910465511
22/10/2022,33984935661
23/10/2022,34013916672
24/10/2022,34797924865
25/10/2022,34438815604
26/10/2022,35764943316
27/10/2022,36818951729
28/10/2022,36282769978
29/10/2022,36626606384
30/10/2022,37334527981
31/10/2022,36950472256
1/11/2022,36289360353
2/11/2022,36163648770
3/11/2022,35935908619
4/11/2022,36087649378
5/11/2022,37155311336
6/11/2022,37039518683
7/11/2022,36588916003
8/11/2022,36226250590
9/11/2022,32193682199
10/11/2022,28869333822
11/11/2022,30333829089
12/11/2022,29944573963
13/11/2022,29515518545
14/11/2022,28792540657
15/11/2022,28994358448
16/11/2022,29086896809
17/11/2022,28835000805
18/11/2022,28654976082
19/11/2022,28679668927
20/11/2022,28778410077
21/11/2022,27835552823
22/11/2022,27393781263
23/11/2022,27241205169
24/11/2022,27610070567
25/11/2022,27357123640
26/11/2022,27447408296
27/11/2022,27515678686
28/11/2022,27327052651
29/11/2022,26900724451
30/11/2022,27874125993
1/12/2022,28160410927
2/12/2022,28186228191
3/12/2022,28178034524
4/12/2022,27842172052
5/12/2022,28448443680
6/12/2022,28120824443
7/12/2022,28114061243
8/12/2022,27815108054
9/12/2022,28256318262
10/12/2022,28151315924
11/12/2022,28225139883
12/12/2022,28129353873
13/12/2022,28189754509
14/12/2022,28808125398
15/12/2022,28663668953
16/12/2022,27881512182
17/12/2022,26746428432
18/12/2022,26727777477
19/12/2022,26813550483
20/12/2022,23128551817
21/12/2022,23576725308
22/12/2022,26947604359
23/12/2022,27026824035
24/12/2022,27009691722
25/12/2022,26999874766
26/12/2022,26927423874
27/12/2022,27070028078
28/12/2022,27215035175
29/12/2022,26824341152
30/12/2022,26636836130
31/12/2022,26639345384
1/1/2023,26430500542
2/1/2023,26571560548
3/1/2023,26684916926
4/1/2023,26732056167
5/1/2023,27179220893
6/1/2023,27141770428
7/1/2023,27266596728
8/1/2023,27461194094
9/1/2023,27863720641
10/1/2023,28142977161
11/1/2023,28244143939
12/1/2023,28979770960
13/01/2023,29106140838
14/01/2023,30418463084
15/01/2023,30287793577
16/01/2023,30710799438
17/01/2023,30918026532
18/01/2023,31122040680
19/01/2023,30467457109
20/01/2023,30973090386
21/01/2023,32383598775
22/01/2023,32206814193
23/01/2023,32238493628
24/01/2023,32262006963
25/01/2023,31678828840
26/01/2023,32570148812
27/01/2023,32448306399
28/01/2023,32680215676
29/01/2023,32547892012
30/01/2023,33258035819
31/01/2023,32370504792
1/2/2023,32551652972
2/2/2023,33818257586
3/2/2023,33496880468
4/2/2023,33810220868
5/2/2023,33750278480
6/2/2023,33350966890
7/2/2023,33284243858
8/2/2023,34017358046
9/2/2023,33667020879
10/2/2023,32369414543
11/2/2023,32047235236
12/2/2023,32389013221
13/02/2023,31978877503
14/02/2023,32040358569
15/02/2023,32617367829
16/02/2023,34477886402
17/02/2023,33954565260
18/02/2023,34682319377
19/02/2023,34940970785
20/02/2023,34646309207
21/02/2023,35128549170
22/02/2023,34349837298
23/02/2023,34185574849
24/02/2023,34267186623
25/02/2023,33603805874
26/02/2023,33500547867
27/02/2023,34200261214
28/02/2023,34227022093
1/3/2023,34048187374
2/3/2023,34742137634
3/3/2023,34490002767
4/3/2023,33420121251
5/3/2023,33509070451
6/3/2023,33533637542
7/3/2023,33537599124
8/3/2023,33533763393
9/3/2023,32911725370
10/3/2023,31470974910
11/3/2023,31214210954
12/3/2023,30532880749
13/03/2023,33337998892
14/03/2023,33337535621
15/03/2023,33390967410
16/03/2023,32435044756
17/03/2023,32377571364
18/03/2023,34037063754
19/03/2023,34044336387
20/03/2023,33988130745
21/03/2023,34127581461
22/03/2023,34718496761
23/03/2023,34002486143
24/03/2023,34670847742
25/03/2023,33888580312
26/03/2023,33651006480
27/03/2023,33872429811
28/03/2023,33369397895
29/03/2023,33705695446
30/03/2023,34025205366
31/03/2023,34097440788
1/4/2023,34094498656
2/4/2023,34273425498
3/4/2023,34093155566
4/4/2023,33923112867
5/4/2023,35005837434
6/4/2023,35094250486
7/4/2023,34880243521
8/4/2023,34671829577
9/4/2023,34723773522
10/4/2023,34861453494
11/4/2023,35419546681
12/4/2023,35203936418
13/04/2023,35341040369
14/04/2023,37342500209
15/04/2023,37278888802
16/04/2023,37333238770
17/04/2023,37022840540
18/04/2023,36580326243
19/04/2023,37024789952
20/04/2023,35220298946
21/04/2023,34984981893
22/04/2023,33639721269
23/04/2023,33719859993
24/04/2023,33703153504
25/04/2023,33411362271
26/04/2023,33704365467
27/04/2023,34330602894
28/04/2023,34169044542
29/04/2023,33788374769
30/04/2023,33955606268
1/5/2023,33695724127
2/5/2023,33077816788
3/5/2023,33479237634
4/5/2023,33993755319
5/5/2023,33770979099
6/5/2023,35001476319
7/5/2023,34121267246
8/5/2023,33818024087
9/5/2023,32985235782
10/5/2023,33082597265
11/5/2023,32706647312
12/5/2023,31010453233
13/05/2023,32059371971
14/05/2023,32039742032
15/05/2023,31984383247
16/05/2023,32306488631
17/05/2023,32431564308
18/05/2023,32430820381
19/05/2023,32167720795
20/05/2023,32195176668
21/05/2023,32450213740
22/05/2023,32110024496
23/05/2023,32361061169
24/05/2023,32754821929
25/05/2023,31490218030
26/05/2023,31824929425
27/05/2023,32062835790
28/05/2023,32273502859
29/05/2023,33454483567
30/05/2023,33118520413
31/05/2023,33222441866
1/6/2023,32378714278
2/6/2023,32395830269
3/6/2023,32892551683
4/6/2023,32759779502
5/6/2023,32665507800
6/6/2023,31626412669
7/6/2023,32340054079
8/6/2023,31964833295
9/6/2023,32019144087
10/6/2023,31702952320
11/6/2023,26985198299
12/6/2023,30624769886
13/06/2023,30315743956
14/06/2023,30407851201
15/06/2023,29410314798
16/06/2023,29476696899
17/06/2023,29966318448
18/06/2023,30099450804
19/06/2023,30111774904
20/06/2023,30281581174
21/06/2023,31108587111
22/06/2023,32368245792
23/06/2023,32020173627
24/06/2023,32198243514
25/06/2023,32072491864
26/06/2023,32420741925
27/06/2023,32038241217
28/06/2023,32197881046
29/06/2023,31659176729
30/06/2023,31959649341
1/7/2023,32946560915
2/7/2023,32878504776
3/7/2023,32972774237
4/7/2023,33206271743
5/7/2023,33059558573
6/7/2023,32606872295
7/7/2023,31899412369
8/7/2023,32219647345
9/7/2023,32252168403
10/7/2023,32184781916
11/7/2023,32283142803
12/7/2023,32406277751
13/07/2023,32307730890
14/07/2023,33526129142
15/07/2023,32841592750
16/07/2023,32927621160
17/07/2023,32764917033
18/07/2023,32584738156
19/07/2023,32339340375
20/07/2023,32043942045
21/07/2023,32069155106
22/07/2023,32082334439
23/07/2023,31587394507
24/07/2023,31874936521
25/07/2023,31299443412
26/07/2023,31253970381
27/07/2023,31385348716
28/07/2023,31322805401
29/07/2023,31507911684
30/07/2023,31594070208
31/07/2023,29434735855
1/8/2023,28903062344
2/8/2023,28561221816
3/8/2023,28046609407
4/8/2023,28421623600
5/8/2023,28523753906
6/8/2023,28593546326
7/8/2023,28815615497
8/8/2023,29395447279
9/8/2023,29946130966
10/8/2023,29994644906
11/8/2023,30354441466
12/8/2023,30688133821
13/08/2023,30598991716
14/08/2023,30477539138
15/08/2023,30669712625
16/08/2023,30332485452
17/08/2023,29786057203
18/08/2023,28547993889
19/08/2023,28172585381
20/08/2023,26418857605
21/08/2023,25869577502
22/08/2023,25780608246
23/08/2023,26951004346
24/08/2023,27478274939
25/08/2023,27402439950
26/08/2023,27242263220
27/08/2023,27305808250
28/08/2023,27518198508
29/08/2023,27633273229
30/08/2023,28443382756
31/08/2023,28158301310
1/9/2023,27443117759
2/9/2023,27220465953
3/9/2023,27300869981
4/9/2023,27340170438
5/9/2023,27253406513
6/9/2023,26936240136
7/9/2023,27064017553
8/9/2023,27338741071
9/9/2023,27110321335
10/9/2023,27050860374
11/9/2023,26934920463
12/9/2023,25845447156
13/09/2023,26504270890
14/09/2023,26679453561
15/09/2023,26886977433
16/09/2023,27156640574
17/09/2023,26824852475
18/09/2023,26929638870
19/09/2023,26803053962
20/09/2023,27110658909
21/09/2023,26803503502
22/09/2023,26327743181
23/09/2023,26493626791
24/09/2023,26436331703
25/09/2023,26223074233
26/09/2023,26376678602
27/09/2023,26238134453
28/09/2023,26406551441
29/09/2023,26936750753
30/09/2023,27037602933
1/10/2023,27014298835
2/10/2023,27682481885
3/10/2023,26946547780
4/10/2023,26738464638
5/10/2023,26826213334
6/10/2023,26526989317
7/10/2023,26838677987
8/10/2023,26777155182
9/10/2023,26656816900
10/10/2023,26077925091
11/10/2023,25428623313
12/10/2023,25467704788
13/10/2023,24168948959
14/10/2023,25120399939
15/10/2023,25074825004
16/10/2023,25249370435
17/10/2023,25611053147
18/10/2023,25221700919
19/10/2023,25050201034
20/10/2023,25096759777
21/10/2023,25482964285
22/10/2023,26019446491
23/10/2023,26839280121
24/10/2023,28139480946
25/10/2023,28010126478
26/10/2023,28629971746
27/10/2023,28409922837
28/10/2023,28116684762
29/10/2023,28194461301
30/10/2023,28557629012
31/10/2023,28914290414
1/11/2023,28497492608
2/11/2023,29289005666
3/11/2023,28996971597
4/11/2023,29700782697
5/11/2023,30040655251
6/11/2023,30065877739
7/11/2023,29743062976
8/11/2023,30306457058
9/11/2023,29892631662
10/11/2023,32571751374
11/11/2023,31477917429
12/11/2023,31197289364
13/11/2023,31757157852
14/11/2023,31311603515
15/11/2023,31288428127
16/11/2023,32328279621
17/11/2023,31011568319
18/11/2023,31043000163
19/11/2023,31237271717
20/11/2023,32065019261
21/11/2023,32309541748
22/11/2023,30627225699
23/11/2023,32850074937
24/11/2023,30266337643
25/11/2023,33019861573
26/11/2023,33006276185
27/11/2023,33048394263
28/11/2023,32678440491
29/11/2023,32936842274
30/11/2023,32835890170
1/12/2023,33174773974
2/12/2023,33502557227
3/12/2023,34534633572
4/12/2023,35092236183
5/12/2023,35538274055
6/12/2023,36491445015
7/12/2023,35908110971
8/12/2023,37254870293
9/12/2023,37561756921
10/12/2023,37210891305
11/12/2023,36951218448
12/12/2023,35810516110
13/12/2023,35359579213
14/12/2023,36224678787
15/12/2023,36989861359
16/12/2023,35787775723
17/12/2023,36048862903
18/12/2023,35673407601
19/12/2023,36015256510
20/12/2023,35478712557
21/12/2023,35896802552
22/12/2023,35873014486
23/12/2023,35873014486
