evt_date,Curve,Bridge,Aave,Compound,Treasury,Other,Uniswap,Balancer,Sushiswap,Bancor,Yearn,dydx
2023-11-22 00:00,73058246.94090694,223375571.58256915,17905696.245504934,53902151.63027438,7146452.102081091,278919727.1868777,115043292.21706192,2661088.392861263,32104256.165174093,114078.62001352335,533326.4732427604,1396471.756534426
2023-11-23 00:00,70653604.40658985,222278047.79073775,19869305.591833655,53901851.74297234,7146452.102081091,278919727.1868777,115427465.15440588,2674368.0479131714,32104190.37617552,114078.62001352335,533326.4732427604,1396471.756534426
2023-11-24 00:00,77213360.27020456,222650026.83592024,18417577.975644656,53651863.74615415,7146452.102081091,278919727.1868777,115720850.40928613,2650383.2441578535,32112328.955130074,114078.62001352335,533326.4732427604,1392295.6526235812
2023-11-25 00:00,78887102.04833467,222913064.32251072,17143599.739879426,53176166.855198234,7146452.102081091,278919727.1868777,115389036.66746062,2650930.2162998337,32121571.26102172,114078.62001352335,533326.4732427604,1392295.6526235812
2023-11-26 00:00,78748595.14713754,222757713.9608071,17051607.75189673,53054902.74094542,7146452.102081091,278919727.1868777,115796182.91359843,2660709.4431267143,32107640.56889564,114078.62001352335,531639.0617450237,1392295.6526235812
2023-11-27 00:00,77941116.43448776,222910273.54730183,17252547.007830672,53034614.43399877,7146452.102081091,278919727.1868777,114236532.89531359,2625489.3742158376,32062614.00229316,114078.62001352335,531639.0617450237,1392295.6526235812
2023-11-28 00:00,79382495.69224222,222129357.61859477,15429488.975184925,53625610.58834378,7146452.102081091,278919727.1868777,116306494.66239662,2661267.5957792667,32098164.786957733,114078.62001352335,531639.0617450237,1392295.6526235812
2023-11-29 00:00,78363036.00895385,223082352.05066478,15627150.261605585,52465830.256324545,7146452.102081091,278919727.1868777,119827696.30319852,2692093.139356779,32077202.444708385,114078.62001352335,531639.0617450237,1392295.6526235812
2023-11-30 00:00,73700831.83104615,223747388.6696331,16287389.12014291,53120601.54578056,7146452.102081091,278919727.1868777,119800136.90286152,2654435.518452972,32092437.814897258,114078.62001352335,531639.0617450237,1392295.6526235812
2023-12-01 00:00,79257503.28245206,219558985.70990273,16881743.25071227,54788703.39629626,7146452.102081091,278919727.1868777,119057022.87902065,2674721.3391079134,32133847.347177226,114078.62001352335,466213.3291796208,1392295.6526235812
2023-12-02 00:00,80773434.29382595,220795122.6408603,15596202.36741907,53956419.178906105,7146452.102081091,278919727.1868777,121916472.47342145,2682368.612206953,32205505.971334923,114078.62001352335,466213.3291796208,1392295.6526235812
2023-12-03 00:00,84860829.87204912,221459155.46678424,15894836.743641902,53518318.4094018,7146452.102081091,278919727.1868777,123396365.63030228,2684701.868640212,32235999.90960869,114078.62001352335,465289.31146369444,1392295.6526235812
2023-12-04 00:00,74696264.26338881,222877785.93932977,16261351.717496654,54263350.60646979,7146452.102081091,278919727.1868777,122920906.03185125,2739737.7128143106,32278382.886592153,114078.62001352335,465289.31146369444,1392295.6526235812
2023-12-05 00:00,72139918.61576761,222756444.31518662,16049799.868128689,54105032.17647611,7146452.102081091,278919727.1868777,122798013.25589716,2649888.6428767475,32325429.683072615,114078.62001352335,465289.31146369444,1392288.687484603
2023-12-06 00:00,67072064.72847791,223357784.8401457,15934534.031036189,53695673.87373881,7146452.102081091,278919727.1868777,118747809.97031066,2624273.924091889,32272714.793673508,114078.62001352335,465289.31146369444,1392288.687484603
