evt_date,Curve,Bridge,Aave,Compound,Treasury,Other,Uniswap,Balancer,Sushiswap,Bancor,Yearn
2020-11-12 00:00,108126719.70815,4723372.338306,51067010.699958,72877787.056273,1178921.280846,3568763.068521,416367042.500957,,19835557.087107,,
2020-11-13 00:00,113107400.149036,5007741.438838,53586342.900034,74725405.930132,1178921.280846,3568763.068521,402621498.840395,,20133012.05357,,
2020-11-14 00:00,123890530.670524,5167899.635901,51175857.901893,73397177.377449,1178921.280846,3571471.407271,396306466.945892,,22671912.295319,,
2020-11-15 00:00,122173811.735114,5703601.949643,46813871.82894,74314691.654134,1178921.280846,3571471.407271,377721892.583672,,25038838.415515,,
2020-11-16 00:00,131184358.417235,5985245.400789,42935466.701904,89105708.055926,1178921.280846,3571471.407271,348430975.085307,,30335472.908598,,
2020-11-17 00:00,132426784.295596,6172136.672204,45042516.784491,69640159.873438,1178921.280846,3571471.407271,179107626.851919,,148549645.38092,,
2020-11-18 00:00,137262554.428666,6640323.254949,75008250.185963,71189146.011034,1178921.280846,3571471.407271,167711048.692096,,153164846.230423,,
2020-11-19 00:00,143725782.447328,6960031.420747,45916356.386121,57425936.821182,1178921.280846,3583771.447271,175408707.082278,,145638002.361613,,
2020-11-20 00:00,154185782.15712,7615158.893971,33063304.478779,61604226.328524,1178921.280846,3583771.447271,178693717.69614,,151292122.325933,,
2020-11-21 00:00,151002557.0538,7627934.996956,27768705.682135,60714422.506272,1178921.280846,3583771.447271,181004521.013392,,156610680.837743,,
2020-11-22 00:00,146351808.263786,7741072.788597,20929503.768523,75653979.578265,1178921.280846,3613771.507271,176230455.730187,,156742919.775177,,
2020-11-23 00:00,153966286.782746,8127684.480934,23404477.778949,74817600.660533,1178921.280846,3656108.258611,179061396.509658,,41231917.517881,,
2020-11-24 00:00,157640830.358444,8520509.213327,20843671.109647,73769506.116875,1151412.280846,3656108.258611,167006195.044134,,41312375.885344,,
2020-11-25 00:00,152052980.613016,9045731.507287,22954822.57192,71641376.146943,1151412.280846,3656108.258611,163899259.51039,,42208775.538586,,
2020-11-26 00:00,151227050.275388,9207463.054215,10587360.97966,95978913.179711,1151412.280846,3656108.258611,166931814.826074,,38492174.059957,,
2020-11-27 00:00,147715229.814096,9518717.45358,16074136.809996,109785443.005628,1151412.280846,3546940.373609,173565261.935784,,38419574.094304,,
2020-11-28 00:00,158044433.453802,9843908.224937,24237032.410917,110904527.91335,1151412.280846,3561940.070275,175894795.767765,,44309322.013946,,
2020-11-29 00:00,155898480.989668,10097299.641983,24191528.016782,101927750.305314,1151412.280846,3561940.070275,177907332.098163,,46310904.343795,,
2020-11-30 00:00,148827095.416162,10668431.617163,19795229.041167,84158691.847854,1151412.280846,3561940.070275,181531274.447495,,51448502.934019,,
2020-12-01 00:00,147940724.722542,12264544.65801,10957475.186751,88974996.655061,1151412.280846,3561940.070275,181614071.555928,,50561873.32955,,
2020-12-02 00:00,148528133.954008,12768299.728485,12673926.73385,82808751.44365,1151412.280846,3561940.070275,179767334.925751,,55163216.817344,,
2020-12-03 00:00,160543677.349617,12876848.789374,11978387.008722,85090251.719765,1151412.280846,3561969.737001,181948527.963367,,57225019.269098,,
2020-12-04 00:00,162543619.486136,13047644.34694,15540901.994928,93334141.207754,1151412.280846,26466496.197819,168398988.852406,,55225055.90796,,
2020-12-05 00:00,163514867.779622,13383517.858296,23154386.542918,99966144.18779,1151412.280846,26466498.864491,173097084.244891,,64146965.383668,,
2020-12-06 00:00,165075137.538641,13583808.988008,21598854.279422,107245466.087699,1151412.280846,26492499.583159,173941824.170682,,63076191.722969,,
2020-12-07 00:00,166922533.469643,14254245.90485,27442602.168138,119481632.630655,1151412.280846,26492499.583159,174129633.250713,,63082472.182236,,
2020-12-08 00:00,157725498.712454,15222843.749845,21464917.461181,129946492.099966,1151412.280846,26492499.583159,173033856.367905,,64276663.556918,,
2020-12-09 00:00,156790196.157169,15890463.278435,22697057.820379,137881439.668034,1151412.280846,26491469.583159,172272247.064671,,68240237.514327,,
2020-12-10 00:00,148448969.986468,16664071.80441,17976522.600321,145651021.064603,1151412.280846,26445662.824879,170009348.881777,,68942400.286458,,
2020-12-11 00:00,142656578.272426,16762484.613845,23407289.85632,171820841.70373,1151412.280846,26445662.824879,171841728.429656,,67492230.777034,,
2020-12-12 00:00,140207324.093932,16940558.357214,14602826.1941,178867740.986165,1151412.280846,26445662.824879,172135920.427723,,70389733.323887,,
2020-12-13 00:00,140121139.195494,17146679.064705,21914158.585002,184413202.360809,1151412.280846,26445662.824879,174225310.868642,,71655716.366312,,
2020-12-14 00:00,140388546.862413,17133894.547963,18750583.253335,188207694.500147,1151412.280846,26422562.824879,168854974.89502,,71494305.962946,,
2020-12-15 00:00,143695243.825501,18067903.970284,23345153.484448,206769425.410178,1151412.280846,26422562.824879,170143252.18605,,71697915.069967,,
2020-12-16 00:00,149870241.908831,18483589.964893,30134650.742908,200127444.72019,1151412.280846,26414866.809487,174093527.136564,,74367949.174983,,
2020-12-17 00:00,136943626.344036,18834857.095423,34280879.826053,150055247.705869,1292086.14815,26270528.809487,169633772.62478,,70819118.187148,,
2020-12-18 00:00,129170254.2497,19705512.920703,17765540.040592,157751192.200817,2404200.79815,26267194.809487,170697606.774752,,55841486.278154,,
2020-12-19 00:00,137817940.16868,19902558.906947,27610263.635116,154059853.578678,2278200.79815,26284194.510153,177049576.064963,,63311244.492861,,
2020-12-20 00:00,135247231.65874,19908125.352603,21833847.935212,143766507.232143,2278200.79815,26284194.510153,176098872.424763,,62660593.486015,,
2020-12-21 00:00,128798079.390041,20184743.924699,22982473.753928,149790951.168028,2270700.79815,26252534.113499,181006359.057613,,64394821.375195,,
2020-12-22 00:00,108197890.536027,20598462.836554,1404138.781753,152982914.118301,2270700.79815,26052534.113499,188354641.321092,,63271305.347092,,
