evt_date,Curve,Bridge,Aave,Compound,Treasury,Other,Uniswap,Balancer,Sushiswap,Bancor,Yearn
2020-11-09 00:00,77817547.776324,1267208.321704,14984480.603556,9122551.027775,,,289914624.241163,,13493671.98959,,1449648.994854
2020-11-10 00:00,80065477.441731,2285752.200691,19057186.827149,8399882.905422,,,294172220.899964,,13607636.870535,,0
2020-11-11 00:00,85197227.169138,2616227.160295,25210278.355359,7176451.87262,,,298567953.460372,,13815432.160162,,20682.139887
2020-11-12 00:00,87532115.129605,3118528.382323,8963094.122637,2912773.612057,,,282730520.453828,,13783172.722394,,545783.154731
2020-11-13 00:00,89499388.932383,3278402.607196,13304434.213734,6637211.606035,,,303248844.681418,,15127092.247978,,0
2020-11-14 00:00,97491892.723642,3164783.360339,11938667.10284,8057247.794934,,,298838994.571616,,17917222.549275,,930581.995338
2020-11-15 00:00,104026799.951307,3098411.596706,14918587.837656,14543587.492129,,,286059650.247843,,23570993.172836,,52
2020-11-16 00:00,116256466.342907,3198277.227934,21961739.719765,21144604.711373,,,276214727.12383,,26641502.058311,,126034.012881
2020-11-17 00:00,123480853.888611,3183893.596227,33864275.916544,10707071.369203,,,143585254.956719,,104208440.935493,,547214.21849
2020-11-18 00:00,108120116.088434,3132281.587754,12968441.751979,6574894.761854,,,142951360.459246,,106990914.107463,,1512344.532999
2020-11-19 00:00,119902893.598758,3312746.150447,32474337.192866,6732582.967685,,,132358821.590147,,102446642.354653,,1572976.495817
2020-11-20 00:00,128532794.052964,3504933.037586,27320599.813088,6866920.511841,,,134937207.534774,,105575317.557822,,1815493.287574
2020-11-21 00:00,129959164.735563,3084121.197953,23140240.349213,4205550.389848,,,141820671.366735,,107527146.961917,,0
2020-11-22 00:00,124824556.0185,2761954.747861,13775525.287545,9336886.640618,,,143765271.529731,,109569479.484744,,0
2020-11-23 00:00,136012837.717103,2699185.359719,14050736.895634,11754293.701553,,,143542471.108939,,34033515.283367,,217771.908318
2020-11-24 00:00,131826782.75333,3051973.260538,15589078.961016,11841213.161133,,,123840423.350222,,29362075.541033,,22065.34
2020-11-25 00:00,135774447.70524,3032701.852287,35989388.481123,13573463.479075,,,117863983.347287,,27003340.90613,,1704400.500944
2020-11-26 00:00,143272086.274787,2818791.751662,37685433.015457,17681652.225987,,,116519858.334736,,24197194.677626,,0
2020-11-27 00:00,143788061.059618,2963321.504299,32652732.8232,17021728.50617,,,118587183.461042,,26627059.783736,,5801284.980234
2020-11-28 00:00,144969424.075043,3145367.273692,23705794.628287,11019231.180418,,,118744255.211115,,36079519.759927,,0
2020-11-29 00:00,145159587.238417,3069429.643888,44089871.077173,10461153.575909,,,121389887.723703,,37674375.134762,,2176063.654202
2020-11-30 00:00,158986555.8764,2366434.963073,54062993.237294,15244236.980429,,,111943096.991177,,39374470.197336,,176029.51257
2020-12-01 00:00,145610073.747501,3166153.994258,58853783.285884,7392504.448507,,,113148196.889882,,38631779.100333,,0
2020-12-02 00:00,141738057.87903,3282794.930552,56102713.540452,12570143.089251,,,112374924.991262,,51998473.440884,,272615.834175
2020-12-03 00:00,150911026.490068,3496031.978065,55020434.747725,9786031.153198,,,113301228.820006,,55198193.414987,,397591.919918
2020-12-04 00:00,156647944.370645,3787773.971763,47699965.683683,10662032.426735,,,108430937.552509,,55680901.963066,,569714.616338
2020-12-05 00:00,157285563.025918,4033482.080995,50569682.188863,19106845.06156,,,113027871.453181,,58772445.468935,,1290767.284001
2020-12-06 00:00,159421887.862836,4074216.109835,51783793.612805,24597149.255145,,,113851749.774697,,59300722.465727,,1075712.51488
2020-12-07 00:00,160932146.669568,4589504.002744,55493056.245434,22980759.566928,,,115446793.433482,,58813424.770282,,1037456.915895
2020-12-08 00:00,164168734.165018,4710862.333172,54496212.60702,26611132.954498,,,116320202.439897,,55309049.428586,,299994.750402
2020-12-09 00:00,168466669.934681,4698946.770571,65789012.068557,24396330.322929,,,126290022.741017,,57276653.901387,,143617.588586
2020-12-10 00:00,167180133.175016,4003761.199484,68417523.164788,28824351.901327,,,124711507.29184,,55614290.747204,,0
2020-12-11 00:00,163976294.693211,3891595.388431,85232689.365415,26381543.655826,,,127315048.816776,,54956920.768437,,2567023.214297
2020-12-12 00:00,159276497.7515,4359575.459664,96199222.154118,28109638.187123,,,129733339.54544,,56813183.261304,,619172.861687
2020-12-13 00:00,155291590.469141,4366020.071733,87278542.902249,28985922.00046,,,133008384.489636,,58953834.256232,,611793.889804
2020-12-14 00:00,153812903.473675,5309962.937593,83999730.369503,28203888.967467,,,129799517.497312,,63509911.253429,,241245.802648
2020-12-15 00:00,151546249.473302,5590884.524129,84847753.653133,30518129.864351,,,131290300.405483,,62547224.808568,,545771.937078
2020-12-16 00:00,139309124.605639,5935534.224339,76698159.164835,12448420.74039,,,124467057.377646,,63799840.325119,,0
2020-12-17 00:00,131450046.612949,5931626.477739,63554769.516882,10583310.781645,,,123773945.967997,,58186297.507272,,0
2020-12-18 00:00,128985691.635351,5964099.774634,62949943.580698,12784996.758921,,,125083289.276397,,47003545.794521,,0
2020-12-19 00:00,126857873.607858,5953859.463948,44385280.446638,12832358.482694,,,126689972.571973,,47668047.527312,,0
2020-12-20 00:00,131733167.650824,5875408.699044,41935518.072798,14409190.227164,,,127530230.589569,,50800695.538718,,470000
2020-12-21 00:00,129191342.722749,5579699.640747,38628049.093088,18304274.203997,,,127994206.600125,,48889206.012534,,70
2020-12-22 00:00,162522988.664236,5576871.624315,96550348.12138,13375968.688982,,,126107518.601422,,51335654.49757,,0
2020-12-23 00:00,147460326.62143,5556775.918917,78973091.787038,22888806.332419,,,124468023.926213,,47757104.005302,,1548873.290595
2020-12-24 00:00,140448315.50637,5411284.992232,49366422.801499,9925163.140921,,,127021216.339896,,55039019.235521,,1562749.829883
2020-12-25 00:00,136888742.920238,5746135.302139,58165349.629441,38105173.785408,,,130993702.50836,,58129851.129393,,21497.636159
2020-12-26 00:00,142030917.028849,7306247.913044,49383312.164641,27212529.071575,,,131312048.901668,,65626392.823574,,0
2020-12-27 00:00,139817541.479753,7930639.837115,47698954.404098,15210755.963552,,,135227615.073538,,67111082.23006,,1650408.352104
2020-12-28 00:00,146687014.406963,8386608.214729,41367280.935391,15071053.350277,,,138070708.558757,,73126209.149161,,0
2020-12-29 00:00,145556641.036561,5663944.329883,38085057.889344,13961269.362819,,,151366098.17595,,66259469.715403,,3346899.148766
2020-12-30 00:00,110628002.293023,6462093.458261,26949009.8075,12032988.412966,,,157634904.395337,,45847810.700069,,0
2020-12-31 00:00,108897214.383665,7021704.007797,13839099.903399,12190244.099377,,,158708463.155067,,45676436.477092,,0
2021-01-01 00:00,91659026.647406,7016826.127201,976012.338715,9911469.98689,,,162223876.050611,,44000172.808402,,0
2021-01-02 00:00,85927321.642892,7055610.742115,9230123.323556,9164171.210079,,,165803959.670464,,41979525.088029,,5732634.771579
2021-01-03 00:00,96959070.650547,5900346.5697,1311038.196939,4930650.333478,,,177131099.772433,,50818989.652086,,12123966.511853
2021-01-04 00:00,86777846.165535,5106931.420493,10355693.38353,16791259.768221,,,174406152.62179,,69162333.823434,,5668090.091036
2021-01-05 00:00,89417256.852493,5958955.119392,10176881.205467,18961370.502701,,,178322633.590214,,68041681.61958,,0
2021-01-06 00:00,87342233.911166,6008858.085324,13161022.998424,19545882.070827,,,176074646.680326,,72062383.542786,,0
2021-01-07 00:00,101759827.502456,6575781.61202,23642730.409153,16989138.229502,,,182840135.818789,,74523693.292565,,0
2021-01-08 00:00,105187147.57907,6608650.958938,17336640.126421,20356836.547617,,,191831478.085809,,72001342.377402,,605367.526209
2021-01-09 00:00,87200336.089611,5901082.929479,7902610.281339,30107349.989079,,,200129824.556697,,75442898.905628,,0
2021-01-10 00:00,112000452.606062,5018121.169174,11100687.558582,22338284.639972,,,201514070.579007,,71920575.729022,,12703399.053088
2021-01-11 00:00,120559591.270372,4893609.157886,6953338.405837,18322657.932484,,,198473364.598475,,65250219.668589,,33359151.934772
2021-01-12 00:00,115287712.528019,5953389.042724,13473168.702374,20705361.195133,,,199085623.871234,,58055027.612089,,22494867.981827
2021-01-13 00:00,120728604.731282,5952010.608533,51449369.184356,20929433.117338,,,207816450.79492,,65378236.398019,,0
2021-01-14 00:00,141381162.986641,6391753.989198,42619398.520321,18324909.310164,,,210819752.873403,,79024170.804295,,5347143.110752
2021-01-15 00:00,130250699.77713,7093625.652144,19055135.272171,18933337.062769,,,209908989.898959,,78799955.50317,,6391800.571788
2021-01-16 00:00,122517200.731721,7293777.967086,21264358.9372,17363974.504759,,,208013196.50731,,83820358.479973,,1531.77
2021-01-17 00:00,132634661.081844,7507033.466011,15667408.456262,12914395.398397,,,207995951.215925,,84819405.775845,,747952.720723
2021-01-18 00:00,127106710.788991,7668222.679219,7134465.937183,16146730.822371,,,206981359.511895,,84430103.276284,,0
2021-01-19 00:00,130795478.862839,10749046.915237,8423085.782926,17427571.48326,,,213487351.517697,,83474804.612832,,0
2021-02-09 00:00,252402287.531776,10464713.785647,9458649.704037,23531089.894169,,376223.222753,233514480.947408,,179628043.626359,,0
2021-03-11 00:00,318771470.979988,361081416.334108,23855787.168627,34216763.992447,,419009.617215,244084264.993275,,158262376.730218,,0
2021-02-07 00:00,251889101.164762,10286226.395722,51385584.375229,31535377.874593,,419745.792382,229951184.344742,,178209839.364931,,87562.36
2021-02-08 00:00,277745233.589922,10983547.468856,66401992.97668,18293099.276775,,457476.612967,234211099.896127,,182164421.540036,,7211812.447873
2021-02-04 00:00,221592239.737286,9934834.341487,4476934.251525,20177669.981569,,469818.386806,222591081.583566,,159973751.383833,,0
2021-02-03 00:00,214124427.991405,9701045.544345,8574721.128703,24773162.323962,,476899.419596,222750421.807138,,161452824.870049,,1552805.550936
2021-02-06 00:00,251200842.067916,10414186.628086,55165684.402928,28988924.863164,,482465.073529,229953832.795776,,181912862.827042,,0
2021-02-05 00:00,234564468.672227,11608019.090081,7901683.605758,25570086.681234,,500779.613628,227005841.989219,,176642947.831552,,400000
2021-02-02 00:00,213918801.324086,8809438.80959,5191254.38165,31310057.745861,,512520.336775,210633669.373994,,123669400.139645,,3415292.036222
2021-03-10 00:00,321459279.122791,359433634.562454,10166095.896833,36265947.744059,,520459.895577,244772137.129619,,154522015.104834,,2080991.228581
2021-03-08 00:00,285977371.034249,352506710.366257,10792691.581064,42445518.560412,,523893.517742,240271874.692525,,158877908.294998,,8720.579894
2021-03-09 00:00,330542728.505821,365377771.996981,28785433.942958,48343853.139233,,553426.925672,244418107.61355,,168275255.78507,,523459.848064
2021-02-01 00:00,220119597.78245,8586146.955484,11736591.583791,24241514.102942,,570839.996474,207375771.203987,,109204538.860701,,11939272.47604
2021-02-11 00:00,274889877.366622,10594222.554672,12888836.780277,35430348.397447,,697368.224962,234404638.297941,,179925421.136581,,0
2021-03-04 00:00,361783723.743871,470618610.378702,37023021.647296,62044712.915861,,741546.490306,221160028.633984,,183731368.276031,,582128.195613
2021-01-20 00:00,135315385.456921,10878400.450259,12731580.99204,27663162.181491,,782953.788768,211190955.506498,,84180418.514879,,500743.27
2021-01-31 00:00,196430376.387675,8487505.946135,18226007.027603,30786471.61839,,788086.943959,206570732.192718,,108653892.178362,,0
2021-01-30 00:00,203062393.604659,8617742.796236,34451652.868837,29490849.077294,,858429.764808,208544816.996234,,106130086.952556,,0
2021-01-29 00:00,185727104.315869,8689839.09785,39229643.252627,19894541.22874,,878531.737023,210875428.47792,,95039240.334284,,0
2021-01-28 00:00,172317829.274868,8252847.108261,10366236.797056,16431572.24226,,938761.732955,207510798.530824,,88810653.854415,,0
2021-03-07 00:00,278138562.000539,406478296.396259,17979808.607108,68940165.360519,,993268.380801,228747635.814334,,152932386.408267,,266907.988793
2021-02-15 00:00,322458638.700191,11321203.328487,15063765.549502,41391692.206638,,1020280.45076,219583310.690179,,177944439.711067,,1360716.240127
2021-01-27 00:00,176007433.557801,7851210.988764,9549688.306684,21152366.031071,,1079529.326143,201982327.902735,,86321064.906498,,34304.478736
2021-02-13 00:00,271191534.766847,11250879.545043,11899452.382649,30333235.642266,,1198472.51194,233682644.413483,,180097107.493217,,1293929.855953
2021-03-05 00:00,421552621.024515,430829754.855639,48206923.687791,59303522.118079,,1304115.367651,223550486.95528,,223826225.53963,,3609418.423373
2021-02-16 00:00,334914747.770532,12752467.276872,20504452.352204,52346959.420855,,1405628.688158,221113530.156365,,178692141.289085,,800794.469017
2021-02-14 00:00,318068158.879534,11791586.615418,20732703.472135,36980439.157461,,1763594.995258,220514171.508787,,178844948.960468,,0
2021-01-26 00:00,179091334.072182,8134272.989206,10613167.842286,26920371.927488,,1817556.449131,204117732.266744,,91902974.876352,,0
2021-03-06 00:00,407887562.780515,423313556.240891,22813033.068774,55090765.97698,,2084331.953861,224113128.021893,,210594799.731447,,3250520.175029
2021-02-12 00:00,270069414.216114,11184740.404354,7081573.150058,28128530.102519,,2239745.819055,236436505.254953,,188807538.689414,,792088.285455
2021-03-12 00:00,404028902.580758,367444424.461301,29751733.040885,402914269.6739,,2294207.490037,249181907.024444,,185443688.508254,,5824673.081305
2021-01-21 00:00,158091449.803403,7604645.705868,42004386.575215,25452561.166272,,2416756.87582,205622171.730409,,77373879.031627,,0
2021-02-22 00:00,321609570.145863,222781115.660064,37744537.961706,62027261.289851,,2428378.098288,212889628.694859,,135885196.151125,,3180819.236307
2023-03-17 00:00,124599897.475411,1409033715.294805,245285497.718582,49795707.173763,73912372.849183,2685091.551984,705541167.345035,3821071.515567,43527110.949661,333266.060815,425470.858373
2023-03-18 00:00,116917449.570146,1412986757.652801,285433192.642171,49230085.141863,73912372.849183,2685791.103648,703964059.857293,3539238.9671,43385040.784648,332661.60895,312043.81653
2023-03-15 00:00,106515728.019812,1407834662.113417,105658827.473586,45376036.379126,73912372.849183,2715537.007418,697379838.007963,2705203.869251,42986406.22099,300089.113923,334170.891989
2021-02-10 00:00,264568585.259705,10154606.42551,7728736.785055,21433000.028062,,2801440.084415,232400008.055205,,178127998.348982,,5507635.884195
2023-04-22 00:00,234022199.715037,1566219790.34379,155824274.881396,79453411.967323,73912372.849183,2849662.956991,740309610.631004,16607920.151828,40992346.550247,313995.474043,43666.445009
2023-03-16 00:00,120296476.140819,1397654838.007918,116624941.05318,49226338.443113,73912372.849183,2890416.193826,703040695.319007,3743318.044893,43119146.631988,314866.789806,401484.111798
2023-04-21 00:00,244890336.872357,1565887947.676555,155083482.476376,60704435.35011,73912372.849183,2943161.672822,745501834.440452,17748206.317585,40915641.917422,313995.474043,19779.864923
2021-01-25 00:00,193992731.763967,8093460.5537,14268708.23961,24350628.684856,,3030647.675373,204537712.341627,,87840854.246037,,2143615.410364
2023-03-23 00:00,127471647.552326,1511560915.534913,145904263.231519,51604562.081176,73912372.849183,3039191.580328,737316059.710296,4650871.77651,43544390.21551,342711.863661,393880.137883
2021-03-03 00:00,333267214.664937,423678832.3293,9493331.945982,49427285.377249,,3051682.21728,221180942.8355,,160296901.367752,,103720.493657
2023-03-19 00:00,119264520.436785,1419924141.998553,189916486.91763,49139966.410834,73912372.849183,3055196.371691,704916561.214713,3548738.106609,43535829.180633,342233.764771,312043.81653
2023-03-26 00:00,147878356.175704,1530018432.469597,242015884.579507,54282526.97969,73912372.849183,3073445.834651,721739119.626556,7720652.898273,43432192.140889,337200.53569,558221.375172
2023-03-20 00:00,112504859.233671,1423787551.139098,193397253.949828,41357260.494411,73912372.849183,3087330.174119,704573364.28649,3194068.630679,43335927.627265,339755.448153,311704.06599
2023-06-13 00:00,213686503.233313,1431029154.896665,144911671.323924,82702434.505997,73912372.849183,3095267.472848,765250566.329002,10809745.782754,40615850.645018,269505.040334,101293.5633
2023-11-07 00:00,68901085.149492,1961882665.653209,47786460.590586,67310826.943828,63912372.554,3096134.407392,723782742.447774,1237097.95881,41121299.408002,146382.514297,18007.694615
2023-03-21 00:00,120189009.546,1422745969.308803,197814003.485386,42311077.736516,73912372.849183,3144910.855742,725275305.689288,3565051.712863,43523895.022388,346199.228811,382367.267424
2023-05-06 00:00,136234320.749688,1523194364.915065,122522907.104821,64760977.889117,73912372.849183,3165808.010714,709014662.217037,5036158.426925,41137995.682231,308281.88457,41490.720383
2023-03-22 00:00,115405710.348818,1443161125.978527,142994355.402247,51979050.727074,73912372.849183,3200769.182756,715147032.702643,3496332.387439,43243633.040714,340362.806892,382367.267424
2023-06-14 00:00,247954992.585562,1471457941.915548,122769721.372296,69198560.024842,73912372.849183,3213953.949754,754082569.035496,9861994.711612,40360356.936127,267394.884877,148773.343969
2023-05-08 00:00,149475264.47603,1518439289.930578,154643304.193765,55375353.063058,73912372.849183,3214019.460789,719920196.977204,5859167.991335,41086752.034165,301363.711366,56990.720383
2023-06-07 00:00,196841625.861993,1432085612.048178,119815191.346696,48239197.135679,73912372.849183,3236434.785355,737741925.64855,6969104.722572,41034447.77356,282394.723843,44972.942541
2021-03-16 00:00,416573497.302474,1010257564.665795,32053532.584306,99053315.738342,,3256891.556216,287759272.427702,,222722792.914645,,6701618.108524
2023-04-23 00:00,217490935.060535,1582777390.345857,138017875.049776,71453270.11705,73912372.849183,3263341.624611,730027746.52,14754829.215373,40939825.184388,313314.713135,43666.445009
2023-06-06 00:00,210792592.833783,1447152401.121153,107537025.644461,45801727.918964,73912372.849183,3271475.185652,758420105.265418,5195642.685213,41196919.733237,286844.590149,40817.840891
2021-01-24 00:00,175542167.239926,7979742.70827,15974050.186226,26024837.923004,,3277742.938576,211101093.518111,,89672663.17676,,77874.108026
2023-04-01 00:00,179292403.11973,1578004229.804111,231210205.615601,103459817.469639,73912372.849183,3278871.068753,707977107.592745,10778821.359177,43657763.175671,341311.941055,1038761.702036
2021-03-15 00:00,407427506.233471,1019408360.049118,26488899.254279,145513986.115792,,3285734.146079,257458414.715947,,214436137.243815,,6256015.75438
2023-06-08 00:00,215537291.976067,1398942754.329923,129708097.540027,46489808.419727,73912372.849183,3307233.002741,751709017.513015,9821831.984594,41107852.00122,281111.561511,46023.362464
2023-11-09 00:00,76356081.204247,1988617678.474959,47786460.590586,53935254.088632,63912372.554,3308536.269437,735495745.557735,1217245.707544,41712099.199362,173879.922668,18007.694615
2023-06-04 00:00,172736714.250312,1455955906.65721,151865022.258656,66301575.731473,73912372.849183,3328956.058121,747660413.923035,5728459.632357,41282462.433693,290651.2089,49608.727862
2023-06-10 00:00,153660128.617274,1390112820.793951,161547587.39561,66457896.36474,73912372.849183,3331096.712895,730994326.429466,7195472.892982,40685482.998767,268419.517335,27388.238971
2023-05-09 00:00,156135625.457267,1532940721.514219,157608879.88727,61509871.516079,73912372.849183,3332809.784875,727514436.483891,7066047.855384,41058010.595741,298730.681878,56990.720383
2023-03-25 00:00,145602231.557888,1527230779.137442,261009669.685257,53190952.782243,73912372.849183,3333755.715404,724196066.541712,6767731.133962,43289868.945183,336229.711534,426996.451077
2023-03-24 00:00,139343394.80096,1526326425.95139,247252686.214925,52847097.98765,73912372.849183,3334426.825151,734092815.132613,6030763.084128,43318706.455505,337495.049953,426896.451077
2023-04-04 00:00,179525396.931526,1587182211.156665,241992535.622856,88550495.127641,73912372.849183,3337175.817711,730465758.693043,11630576.057319,43865763.712795,343591.393025,860465.620839
2023-04-24 00:00,198633348.709362,1565673579.033534,165245095.233266,47143236.571717,73912372.849183,3338397.122404,728515236.362143,15049797.157633,40888261.211248,313314.713135,43666.445009
2023-11-08 00:00,75332362.005216,1975366093.354456,47786460.590586,55176405.647543,63912372.554,3339128.380529,740631994.694603,1274263.223958,41127734.268205,162200.194397,18007.694615
2023-05-07 00:00,142454150.723903,1528404031.099176,102665581.873171,61522624.65234,73912372.849183,3342124.943407,711746532.773048,4925822.448805,41080469.104879,309268.947157,41490.720383
2023-04-02 00:00,174123227.401424,1582890871.314523,189502660.336798,92128190.085457,73912372.849183,3344611.84718,705304080.452019,10924566.057828,43537981.72197,336795.146924,1038528.787909
2023-03-27 00:00,172400202.818285,1531285437.864187,279012761.232829,46918407.990112,73912372.849183,3345622.309964,722071834.775597,10518257.302031,43232581.30123,332712.547932,659222.801674
2023-05-04 00:00,176645857.935205,1550534186.258186,134149581.44285,56728267.055207,73912372.849183,3348720.269917,725937608.748337,9591599.226564,41024509.742776,310984.057086,41490.720383
2023-04-16 00:00,162911610.832008,1634020496.969682,154145562.364123,37924268.207125,73912372.849183,3351763.609753,739506234.130751,8308219.626014,41749703.548149,336449.387577,15782.472199
2021-03-17 00:00,375513613.070455,1030961293.993605,22225788.236418,81740011.059618,,3351798.546609,289558731.975575,,227185145.99279,,4211547.679397
2023-04-17 00:00,165414069.792375,1625759224.86044,157962815.64228,46647296.077953,73912372.849183,3351980.33335,757999594.355911,9146244.649047,41605744.093459,331203.756731,19782.972199
