evt_date,maker,aave,dydx,compound,uniswap,curve,treasury,other,sushiswap,balancer,bridge,bancor,total
2020-10-08 00:00,,112553034.590066,,155984593.038673,355833483.677971,35827797.469073,3937366.904509,4579000.013069,15018708.899213,,3423449.451266,,
2020-10-09 00:00,,108605242.232822,,151358344.218936,360694146.473243,32376814.929148,4470689.904509,4590622.160562,19407032.03678,,4638560.514705,,
2020-10-10 00:00,,103199654.74808,,152572465.203553,387752461.625284,34239812.466699,4470689.904509,4518802.956982,19745220.975204,,4546858.224488,,
2020-10-11 00:00,,99922305.965516,,136442855.188389,381708278.06117,31210443.287468,4470689.904509,4547890.385995,19618761.05008,,3610599.465508,,
2020-10-12 00:00,,104111912.494475,,135140275.829519,380152386.321591,31218428.393398,4470689.904509,3843785.388592,19452640.776626,,2860963.271707,,
2020-10-13 00:00,,102385634.380129,,112991243.615102,371891916.17569,28976043.109792,4470689.904509,3755173.619443,18287069.277315,,2961465.678383,,
2020-10-14 00:00,,99622235.604074,,106544618.652988,376270755.796453,29204833.758891,4470689.904509,3009763.083229,19082762.838669,,2376787.036805,,
2020-10-15 00:00,,100633004.970792,,103285210.246641,391800488.729409,23369358.854005,4470689.904509,2561826.832596,19713508.955902,,2497646.789315,,
2020-10-16 00:00,,101235878.836631,,95994177.532583,385755417.987469,22952557.23269,4470689.904509,568599.672696,19602283.463473,,1393897.867013,,
2020-10-17 00:00,,89697940.554942,,92802111.095382,384795550.962561,24469777.733594,4470689.904509,512302.037287,19785717.847974,,1141808.741199,,
2020-10-18 00:00,,73045942.336702,,87079617.024814,388828591.109938,22818481.381468,4470689.904509,629300.173528,20889843.820246,,1144841.330083,,
2020-10-19 00:00,,58636310.57012,,86975117.69013,390353698.203514,21263178.223541,4470689.904509,409744.417153,20788334.993018,,813770.350846,,
2020-10-20 00:00,,7321802.784419,,77834175.374147,385818211.800486,20328385.640523,3850689.904509,409744.417153,20012416.361194,,823410.431219,,
2020-10-21 00:00,,44591317.519432,,57788520.281459,403784139.445047,20257559.189962,3850689.904509,548011.969224,20648755.156967,,884477.347806,,
2020-10-22 00:00,,65700870.919984,,68561634.546957,380861728.175027,19215643.621797,3850689.904509,423545.191153,20842239.667571,,820401.665095,,
2020-10-23 00:00,,61199443.586784,,68688466.530885,347398495.298048,18451223.947579,3342939.904509,409744.417153,15380903.03897,,939599.177526,,
2020-10-24 00:00,,56527489.468176,,84939458.022462,378068737.377873,18222960.582506,3342939.904509,576790.253558,16496044.875175,,856547.329755,,
2020-10-25 00:00,,55434429.255473,,74620983.208396,398281431.386951,18340253.473786,3342939.904509,590143.013506,16400285.574041,,1008141.648546,,
2020-10-26 00:00,,17631629.89431,,62007932.871222,422176324.204649,12845066.791507,3342939.904509,920475.487287,19449914.165917,,1429715.677622,,
2020-10-27 00:00,,8756986.684313,,51347372.735232,414891716.905688,13194951.096851,3342939.904509,445138.867285,19752797.15816,,1703250.553736,,
2020-10-28 00:00,,16354300.213775,,64440837.144609,395349616.781274,12706574.038035,3350073.520846,624949.834397,18354675.323053,,1736656.732846,,
2020-10-29 00:00,,18314552.343942,,53815094.402837,393913779.341637,15404875.147534,3325073.520846,1021230.259315,17952984.661502,,2181890.881207,,
