date,oracle,Active Users
2020-05-18T00:00:00+00:00,Band,1217
2020-05-18T00:00:00+00:00,Chainlink,141731
2020-05-19T00:00:00+00:00,Band,1222
2020-05-19T00:00:00+00:00,Chainlink,142189
2020-05-20T00:00:00+00:00,Band,1251
2020-05-20T00:00:00+00:00,Chainlink,142976
2020-05-21T00:00:00+00:00,Band,1271
2020-05-21T00:00:00+00:00,Chainlink,143561
2020-05-22T00:00:00+00:00,Band,1280
2020-05-22T00:00:00+00:00,Chainlink,144350
2020-05-23T00:00:00+00:00,Band,1294
2020-05-23T00:00:00+00:00,Chainlink,144876
2020-05-24T00:00:00+00:00,Band,1305
2020-05-24T00:00:00+00:00,Chainlink,145480
2020-05-25T00:00:00+00:00,Band,1309
2020-05-25T00:00:00+00:00,Chainlink,146065
2020-05-26T00:00:00+00:00,Band,1316
2020-05-26T00:00:00+00:00,Chainlink,146541
2020-05-27T00:00:00+00:00,Band,1343
2020-05-27T00:00:00+00:00,Chainlink,146973
2020-05-28T00:00:00+00:00,Band,1366
2020-05-28T00:00:00+00:00,Chainlink,147459
2020-05-29T00:00:00+00:00,Band,1380
2020-05-29T00:00:00+00:00,Chainlink,148026
2020-05-30T00:00:00+00:00,Band,1403
2020-05-30T00:00:00+00:00,Chainlink,148408
2020-05-31T00:00:00+00:00,Band,1426
2020-05-31T00:00:00+00:00,Chainlink,148869
2020-06-01T00:00:00+00:00,Band,1434
2020-06-01T00:00:00+00:00,Chainlink,149472
2020-06-02T00:00:00+00:00,Band,1447
2020-06-02T00:00:00+00:00,Chainlink,150149
2020-06-03T00:00:00+00:00,Band,1479
2020-06-03T00:00:00+00:00,Chainlink,150600
2020-06-04T00:00:00+00:00,Band,1502
2020-06-04T00:00:00+00:00,Chainlink,151227
2020-06-05T00:00:00+00:00,Band,1500
2020-06-05T00:00:00+00:00,Chainlink,151757
2020-06-06T00:00:00+00:00,Band,1495
2020-06-06T00:00:00+00:00,Chainlink,152230
2020-06-07T00:00:00+00:00,Band,1499
2020-06-07T00:00:00+00:00,Chainlink,152670
2020-06-08T00:00:00+00:00,Band,1511
2020-06-08T00:00:00+00:00,Chainlink,153232
2020-06-09T00:00:00+00:00,Band,1511
2020-06-09T00:00:00+00:00,Chainlink,153784
2020-06-10T00:00:00+00:00,Band,1523
2020-06-10T00:00:00+00:00,Chainlink,154359
2020-06-11T00:00:00+00:00,Band,1525
2020-06-11T00:00:00+00:00,Chainlink,155005
2020-06-12T00:00:00+00:00,Band,1544
2020-06-12T00:00:00+00:00,Chainlink,155600
2020-06-13T00:00:00+00:00,Band,1552
2020-06-13T00:00:00+00:00,Chainlink,156044
2020-06-14T00:00:00+00:00,Band,1549
2020-06-14T00:00:00+00:00,Chainlink,156380
2020-06-15T00:00:00+00:00,Band,1530
2020-06-15T00:00:00+00:00,Chainlink,156950
2020-06-16T00:00:00+00:00,Band,1529
2020-06-16T00:00:00+00:00,Chainlink,157401
2020-06-17T00:00:00+00:00,Band,1545
2020-06-17T00:00:00+00:00,Chainlink,157665
2020-06-18T00:00:00+00:00,Band,1550
2020-06-18T00:00:00+00:00,Chainlink,158116
2020-06-19T00:00:00+00:00,Band,1571
2020-06-19T00:00:00+00:00,Chainlink,158600
2020-06-20T00:00:00+00:00,Band,1571
2020-06-20T00:00:00+00:00,Chainlink,158781
2020-06-21T00:00:00+00:00,Band,1581
2020-06-21T00:00:00+00:00,Chainlink,159134
2020-06-22T00:00:00+00:00,Band,1581
2020-06-22T00:00:00+00:00,Chainlink,159680
2020-06-23T00:00:00+00:00,Band,1590
2020-06-23T00:00:00+00:00,Chainlink,160589
2020-06-24T00:00:00+00:00,Band,1595
2020-06-24T00:00:00+00:00,Chainlink,161282
2020-06-25T00:00:00+00:00,Band,1594
2020-06-25T00:00:00+00:00,Chainlink,161889
2020-06-26T00:00:00+00:00,Band,1595
2020-06-26T00:00:00+00:00,Chainlink,162428
2020-06-27T00:00:00+00:00,Band,1603
2020-06-27T00:00:00+00:00,Chainlink,162956
2020-06-28T00:00:00+00:00,Band,1612
2020-06-28T00:00:00+00:00,Chainlink,163574
2020-06-29T00:00:00+00:00,Band,1623
2020-06-29T00:00:00+00:00,Chainlink,164121
2020-06-30T00:00:00+00:00,Band,1618
2020-06-30T00:00:00+00:00,Chainlink,164685
2020-07-01T00:00:00+00:00,Band,1611
2020-07-01T00:00:00+00:00,Chainlink,163833
2020-07-02T00:00:00+00:00,Band,1617
2020-07-02T00:00:00+00:00,Chainlink,164336
2020-07-03T00:00:00+00:00,Band,1624
2020-07-03T00:00:00+00:00,Chainlink,164878
2020-07-04T00:00:00+00:00,Band,1635
2020-07-04T00:00:00+00:00,Chainlink,160034
2020-07-05T00:00:00+00:00,Band,1643
2020-07-05T00:00:00+00:00,Chainlink,160465
2020-07-06T00:00:00+00:00,Band,1651
2020-07-06T00:00:00+00:00,Chainlink,161090
2020-07-07T00:00:00+00:00,Band,1695
2020-07-07T00:00:00+00:00,Chainlink,162154
2020-07-08T00:00:00+00:00,Band,1856
2020-07-08T00:00:00+00:00,Chainlink,163825
2020-07-09T00:00:00+00:00,Band,1937
2020-07-09T00:00:00+00:00,Chainlink,164832
2020-07-10T00:00:00+00:00,Band,2053
2020-07-10T00:00:00+00:00,Chainlink,165702
2020-07-11T00:00:00+00:00,Band,2137
2020-07-11T00:00:00+00:00,Chainlink,165839
2020-07-12T00:00:00+00:00,Band,2240
2020-07-12T00:00:00+00:00,Chainlink,166696
2020-07-13T00:00:00+00:00,Band,2388
2020-07-13T00:00:00+00:00,Chainlink,168936
2020-07-14T00:00:00+00:00,Band,2473
2020-07-14T00:00:00+00:00,Chainlink,169864
2020-07-15T00:00:00+00:00,Band,2605
2020-07-15T00:00:00+00:00,Chainlink,172093
2020-07-16T00:00:00+00:00,Band,2712
2020-07-16T00:00:00+00:00,Chainlink,173691
2020-07-17T00:00:00+00:00,Band,2811
2020-07-17T00:00:00+00:00,Chainlink,174787
2020-07-18T00:00:00+00:00,Band,2902
2020-07-18T00:00:00+00:00,Chainlink,175488
2020-07-19T00:00:00+00:00,Band,3086
2020-07-19T00:00:00+00:00,Chainlink,176387
2020-07-20T00:00:00+00:00,Band,3300
2020-07-20T00:00:00+00:00,Chainlink,177297
2020-07-21T00:00:00+00:00,Band,3464
2020-07-21T00:00:00+00:00,Chainlink,178219
2020-07-22T00:00:00+00:00,Band,3616
2020-07-22T00:00:00+00:00,Chainlink,178054
2020-07-23T00:00:00+00:00,Band,3661
2020-07-23T00:00:00+00:00,Chainlink,179225
2020-07-24T00:00:00+00:00,Band,3734
2020-07-24T00:00:00+00:00,Chainlink,179953
2020-07-25T00:00:00+00:00,Band,3746
2020-07-25T00:00:00+00:00,Chainlink,173255
2020-07-26T00:00:00+00:00,Band,3714
2020-07-26T00:00:00+00:00,Chainlink,173956
2020-07-27T00:00:00+00:00,Band,3735
2020-07-27T00:00:00+00:00,Chainlink,174836
2020-07-28T00:00:00+00:00,Band,3775
2020-07-28T00:00:00+00:00,Chainlink,175832
2020-07-29T00:00:00+00:00,Band,3824
2020-07-29T00:00:00+00:00,Chainlink,176617
2020-07-30T00:00:00+00:00,Band,3861
2020-07-30T00:00:00+00:00,Chainlink,177368
2020-07-31T00:00:00+00:00,Band,3927
2020-07-31T00:00:00+00:00,Chainlink,178334
2020-08-01T00:00:00+00:00,Band,3968
2020-08-01T00:00:00+00:00,Chainlink,179351
2020-08-02T00:00:00+00:00,Band,4003
2020-08-02T00:00:00+00:00,Chainlink,179614
2020-08-03T00:00:00+00:00,Band,4065
2020-08-03T00:00:00+00:00,Chainlink,180581
2020-08-04T00:00:00+00:00,Band,4155
2020-08-04T00:00:00+00:00,Chainlink,182398
2020-08-05T00:00:00+00:00,Band,4268
2020-08-05T00:00:00+00:00,Chainlink,183675
2020-08-06T00:00:00+00:00,Band,4486
2020-08-06T00:00:00+00:00,Chainlink,184825
2020-08-07T00:00:00+00:00,Band,4595
2020-08-07T00:00:00+00:00,Chainlink,186264
2020-08-08T00:00:00+00:00,Band,4917
2020-08-08T00:00:00+00:00,Chainlink,181358
2020-08-09T00:00:00+00:00,Band,5263
2020-08-09T00:00:00+00:00,Chainlink,184619
2020-08-10T00:00:00+00:00,Band,5662
2020-08-10T00:00:00+00:00,Chainlink,186952
2020-08-11T00:00:00+00:00,Band,6045
2020-08-11T00:00:00+00:00,Chainlink,187507
2020-08-12T00:00:00+00:00,Band,6183
2020-08-12T00:00:00+00:00,Chainlink,190738
2020-08-13T00:00:00+00:00,Band,6366
2020-08-13T00:00:00+00:00,Chainlink,195967
2020-08-14T00:00:00+00:00,Band,6566
2020-08-14T00:00:00+00:00,Chainlink,198551
2020-08-15T00:00:00+00:00,Band,6770
2020-08-15T00:00:00+00:00,Chainlink,201567
2020-08-16T00:00:00+00:00,Band,6925
2020-08-16T00:00:00+00:00,Chainlink,203529
2020-08-17T00:00:00+00:00,Band,7069
2020-08-17T00:00:00+00:00,Chainlink,206001
2020-08-18T00:00:00+00:00,Band,7167
2020-08-18T00:00:00+00:00,Chainlink,208219
2020-08-19T00:00:00+00:00,Band,7328
2020-08-19T00:00:00+00:00,Chainlink,210279
2020-08-20T00:00:00+00:00,Band,7468
2020-08-20T00:00:00+00:00,Chainlink,211489
2020-08-21T00:00:00+00:00,Band,7561
2020-08-21T00:00:00+00:00,Chainlink,203734
2020-08-22T00:00:00+00:00,Band,7652
2020-08-22T00:00:00+00:00,Chainlink,205115
2020-08-23T00:00:00+00:00,Band,7772
2020-08-23T00:00:00+00:00,Chainlink,206255
2020-08-24T00:00:00+00:00,Band,7890
2020-08-24T00:00:00+00:00,Chainlink,207011
2020-08-25T00:00:00+00:00,Band,8006
2020-08-25T00:00:00+00:00,Chainlink,208082
2020-08-26T00:00:00+00:00,Band,8163
2020-08-26T00:00:00+00:00,Chainlink,209343
2020-08-27T00:00:00+00:00,Band,8278
2020-08-27T00:00:00+00:00,Chainlink,210595
2020-08-28T00:00:00+00:00,Band,8426
2020-08-28T00:00:00+00:00,Chainlink,211821
2020-08-29T00:00:00+00:00,Band,8550
2020-08-29T00:00:00+00:00,Chainlink,213140
2020-08-30T00:00:00+00:00,Band,8753
2020-08-30T00:00:00+00:00,Chainlink,214882
2020-08-31T00:00:00+00:00,Band,8966
2020-08-31T00:00:00+00:00,Chainlink,216376
2020-09-01T00:00:00+00:00,Band,9342
2020-09-01T00:00:00+00:00,Chainlink,218199
2020-09-02T00:00:00+00:00,Band,9373
2020-09-02T00:00:00+00:00,Chainlink,219532
2020-09-03T00:00:00+00:00,Band,9269
2020-09-03T00:00:00+00:00,Chainlink,220809
2020-09-04T00:00:00+00:00,Band,9119
2020-09-04T00:00:00+00:00,Chainlink,222182
2020-09-05T00:00:00+00:00,Band,9193
2020-09-05T00:00:00+00:00,Chainlink,223307
2020-09-06T00:00:00+00:00,Band,9217
2020-09-06T00:00:00+00:00,Chainlink,223365
2020-09-07T00:00:00+00:00,Band,8886
2020-09-07T00:00:00+00:00,Chainlink,223999
2020-09-08T00:00:00+00:00,Band,8905
2020-09-08T00:00:00+00:00,Chainlink,224746
2020-09-09T00:00:00+00:00,Band,8975
2020-09-09T00:00:00+00:00,Chainlink,225135
2020-09-10T00:00:00+00:00,Band,9030
2020-09-10T00:00:00+00:00,Chainlink,226071
2020-09-11T00:00:00+00:00,Band,9094
2020-09-11T00:00:00+00:00,Chainlink,226833
2020-09-12T00:00:00+00:00,Band,9154
2020-09-12T00:00:00+00:00,Chainlink,227448
2020-09-13T00:00:00+00:00,Band,9231
2020-09-13T00:00:00+00:00,Chainlink,228151
2020-09-14T00:00:00+00:00,Band,9279
2020-09-14T00:00:00+00:00,Chainlink,229161
2020-09-15T00:00:00+00:00,Band,9328
2020-09-15T00:00:00+00:00,Chainlink,229771
2020-09-16T00:00:00+00:00,Band,9383
2020-09-16T00:00:00+00:00,Chainlink,230376
2020-09-17T00:00:00+00:00,Band,9501
2020-09-17T00:00:00+00:00,Chainlink,231167
2020-09-18T00:00:00+00:00,Band,9605
2020-09-18T00:00:00+00:00,Chainlink,232527
2020-09-19T00:00:00+00:00,Band,9721
2020-09-19T00:00:00+00:00,Chainlink,233323
2020-09-20T00:00:00+00:00,Band,9822
2020-09-20T00:00:00+00:00,Chainlink,234036
2020-09-21T00:00:00+00:00,Band,9881
2020-09-21T00:00:00+00:00,Chainlink,234916
2020-09-22T00:00:00+00:00,Band,9950
2020-09-22T00:00:00+00:00,Chainlink,235794
2020-09-23T00:00:00+00:00,Band,9991
2020-09-23T00:00:00+00:00,Chainlink,236452
2020-09-24T00:00:00+00:00,Band,10056
2020-09-24T00:00:00+00:00,Chainlink,235987
2020-09-25T00:00:00+00:00,Band,10087
2020-09-25T00:00:00+00:00,Chainlink,237171
2020-09-26T00:00:00+00:00,Band,10182
2020-09-26T00:00:00+00:00,Chainlink,237984
2020-09-27T00:00:00+00:00,Band,10260
2020-09-27T00:00:00+00:00,Chainlink,238646
2020-09-27T00:00:00+00:00,Ocean,13263
2020-09-28T00:00:00+00:00,Band,10331
2020-09-28T00:00:00+00:00,Chainlink,239457
2020-09-28T00:00:00+00:00,Ocean,13282
2020-09-29T00:00:00+00:00,Band,10385
2020-09-29T00:00:00+00:00,Chainlink,240070
2020-09-29T00:00:00+00:00,Ocean,13308
2020-09-30T00:00:00+00:00,Band,10405
2020-09-30T00:00:00+00:00,Chainlink,240573
2020-09-30T00:00:00+00:00,Ocean,13580
2020-10-01T00:00:00+00:00,Band,10452
2020-10-01T00:00:00+00:00,Chainlink,241267
2020-10-01T00:00:00+00:00,Ocean,14020
2020-10-02T00:00:00+00:00,Band,10487
2020-10-02T00:00:00+00:00,Chainlink,242412
2020-10-02T00:00:00+00:00,Ocean,14089
2020-10-03T00:00:00+00:00,Band,10519
2020-10-03T00:00:00+00:00,Chainlink,242652
2020-10-03T00:00:00+00:00,Ocean,14086
2020-10-04T00:00:00+00:00,Band,10566
2020-10-04T00:00:00+00:00,Chainlink,243303
2020-10-04T00:00:00+00:00,Ocean,14156
2020-10-05T00:00:00+00:00,Band,10609
2020-10-05T00:00:00+00:00,Chainlink,243891
2020-10-05T00:00:00+00:00,Ocean,14202
2020-10-06T00:00:00+00:00,Band,10646
2020-10-06T00:00:00+00:00,Chainlink,244329
2020-10-06T00:00:00+00:00,Ocean,14216
2020-10-07T00:00:00+00:00,Band,10668
2020-10-07T00:00:00+00:00,Chainlink,244886
2020-10-07T00:00:00+00:00,Ocean,14283
2020-10-08T00:00:00+00:00,Band,10712
2020-10-08T00:00:00+00:00,Chainlink,245503
2020-10-08T00:00:00+00:00,Ocean,14362
2020-10-09T00:00:00+00:00,Band,18784
2020-10-09T00:00:00+00:00,Chainlink,246374
2020-10-09T00:00:00+00:00,Ocean,14458
2020-10-10T00:00:00+00:00,Band,18814
2020-10-10T00:00:00+00:00,Chainlink,247053
2020-10-10T00:00:00+00:00,Ocean,14257
2020-10-11T00:00:00+00:00,Band,18843
2020-10-11T00:00:00+00:00,Chainlink,247617
2020-10-11T00:00:00+00:00,Ocean,14298
2020-10-12T00:00:00+00:00,Band,18879
2020-10-12T00:00:00+00:00,Chainlink,248449
2020-10-12T00:00:00+00:00,Ocean,14332
2020-10-13T00:00:00+00:00,Band,18903
2020-10-13T00:00:00+00:00,Chainlink,249030
2020-10-13T00:00:00+00:00,Ocean,14363
2020-10-14T00:00:00+00:00,Band,18933
2020-10-14T00:00:00+00:00,Chainlink,249627
2020-10-14T00:00:00+00:00,Ocean,14426
2020-10-15T00:00:00+00:00,Band,18968
2020-10-15T00:00:00+00:00,Chainlink,250112
2020-10-15T00:00:00+00:00,Ocean,14497
2020-10-16T00:00:00+00:00,Band,18996
2020-10-16T00:00:00+00:00,Chainlink,250873
2020-10-16T00:00:00+00:00,Ocean,14559
2020-10-17T00:00:00+00:00,Band,18972
2020-10-17T00:00:00+00:00,Chainlink,251332
2020-10-17T00:00:00+00:00,Ocean,14604
2020-10-18T00:00:00+00:00,Band,18931
2020-10-18T00:00:00+00:00,Chainlink,251676
2020-10-18T00:00:00+00:00,Ocean,14683
2020-10-19T00:00:00+00:00,Band,18978
2020-10-19T00:00:00+00:00,Chainlink,252272
2020-10-19T00:00:00+00:00,Ocean,14748
2020-10-20T00:00:00+00:00,Band,18988
2020-10-20T00:00:00+00:00,Chainlink,252612
2020-10-20T00:00:00+00:00,Ocean,14767
2020-10-21T00:00:00+00:00,Band,19030
2020-10-21T00:00:00+00:00,Chainlink,253403
2020-10-21T00:00:00+00:00,Ocean,14832
2020-10-22T00:00:00+00:00,Band,19088
2020-10-22T00:00:00+00:00,Chainlink,254217
2020-10-22T00:00:00+00:00,Ocean,14852
2020-10-23T00:00:00+00:00,Band,19114
2020-10-23T00:00:00+00:00,Chainlink,254830
2020-10-23T00:00:00+00:00,Ocean,14898
2020-10-24T00:00:00+00:00,Band,19212
2020-10-24T00:00:00+00:00,Chainlink,255816
2020-10-24T00:00:00+00:00,Ocean,15019
2020-10-25T00:00:00+00:00,Band,19237
2020-10-25T00:00:00+00:00,Chainlink,256501
2020-10-25T00:00:00+00:00,Ocean,15196
2020-10-26T00:00:00+00:00,Band,19280
2020-10-26T00:00:00+00:00,Chainlink,257348
2020-10-26T00:00:00+00:00,Ocean,15306
2020-10-27T00:00:00+00:00,Band,19301
2020-10-27T00:00:00+00:00,Chainlink,258121
2020-10-27T00:00:00+00:00,Ocean,15610
2020-10-28T00:00:00+00:00,Band,19311
2020-10-28T00:00:00+00:00,Chainlink,258787
2020-10-28T00:00:00+00:00,Ocean,15873
2020-10-29T00:00:00+00:00,Band,19349
2020-10-29T00:00:00+00:00,Chainlink,259625
2020-10-29T00:00:00+00:00,Ocean,16070
2020-10-30T00:00:00+00:00,Band,19427
2020-10-30T00:00:00+00:00,Chainlink,259695
2020-10-30T00:00:00+00:00,Ocean,16248
2020-10-31T00:00:00+00:00,Band,19466
2020-10-31T00:00:00+00:00,Chainlink,260181
2020-10-31T00:00:00+00:00,Ocean,16377
2020-11-01T00:00:00+00:00,Band,19501
2020-11-01T00:00:00+00:00,Chainlink,260665
2020-11-01T00:00:00+00:00,Ocean,16679
2020-11-02T00:00:00+00:00,Band,19531
2020-11-02T00:00:00+00:00,Chainlink,261506
2020-11-02T00:00:00+00:00,Ocean,16876
2020-11-03T00:00:00+00:00,Band,19565
2020-11-03T00:00:00+00:00,Chainlink,262282
2020-11-03T00:00:00+00:00,Ocean,17124
2020-11-04T00:00:00+00:00,Band,19625
2020-11-04T00:00:00+00:00,Chainlink,263039
2020-11-04T00:00:00+00:00,Ocean,17293
2020-11-05T00:00:00+00:00,Band,19681
2020-11-05T00:00:00+00:00,Chainlink,263803
2020-11-05T00:00:00+00:00,Ocean,17429
2020-11-06T00:00:00+00:00,Api3,1
2020-11-06T00:00:00+00:00,Band,19769
2020-11-06T00:00:00+00:00,Chainlink,264994
2020-11-06T00:00:00+00:00,Ocean,17631
2020-11-07T00:00:00+00:00,Api3,1
2020-11-07T00:00:00+00:00,Band,19832
2020-11-07T00:00:00+00:00,Chainlink,265843
2020-11-07T00:00:00+00:00,Ocean,17731
2020-11-08T00:00:00+00:00,Api3,1
2020-11-08T00:00:00+00:00,Band,19887
2020-11-08T00:00:00+00:00,Chainlink,266469
2020-11-08T00:00:00+00:00,Ocean,17882
2020-11-09T00:00:00+00:00,Api3,1
2020-11-09T00:00:00+00:00,Band,19951
2020-11-09T00:00:00+00:00,Chainlink,267382
2020-11-09T00:00:00+00:00,Ocean,18090
2020-11-10T00:00:00+00:00,Api3,1
2020-11-10T00:00:00+00:00,Band,20033
2020-11-10T00:00:00+00:00,Chainlink,268324
2020-11-10T00:00:00+00:00,Ocean,18293
2020-11-11T00:00:00+00:00,Api3,1
2020-11-11T00:00:00+00:00,Band,20070
2020-11-11T00:00:00+00:00,Chainlink,269112
2020-11-11T00:00:00+00:00,Ocean,18500
2020-11-12T00:00:00+00:00,Api3,1
2020-11-12T00:00:00+00:00,Band,20089
2020-11-12T00:00:00+00:00,Chainlink,268033
2020-11-12T00:00:00+00:00,Ocean,18550
2020-11-13T00:00:00+00:00,Api3,1
2020-11-13T00:00:00+00:00,Band,20140
2020-11-13T00:00:00+00:00,Chainlink,268962
2020-11-13T00:00:00+00:00,Ocean,18607
2020-11-14T00:00:00+00:00,Api3,1
2020-11-14T00:00:00+00:00,Band,20169
2020-11-14T00:00:00+00:00,Chainlink,269858
2020-11-14T00:00:00+00:00,Ocean,18619
2020-11-15T00:00:00+00:00,Api3,1
2020-11-15T00:00:00+00:00,Band,20184
2020-11-15T00:00:00+00:00,Chainlink,270478
2020-11-15T00:00:00+00:00,Ocean,18694
2020-11-16T00:00:00+00:00,Api3,1
2020-11-16T00:00:00+00:00,Band,20230
2020-11-16T00:00:00+00:00,Chainlink,271405
2020-11-16T00:00:00+00:00,Ocean,18751
2020-11-17T00:00:00+00:00,Api3,1
2020-11-17T00:00:00+00:00,Band,20273
2020-11-17T00:00:00+00:00,Chainlink,272550
2020-11-17T00:00:00+00:00,Ocean,18871
2020-11-18T00:00:00+00:00,Api3,1
2020-11-18T00:00:00+00:00,Band,20333
2020-11-18T00:00:00+00:00,Chainlink,273742
2020-11-18T00:00:00+00:00,Ocean,18983
2020-11-19T00:00:00+00:00,Api3,2
2020-11-19T00:00:00+00:00,Band,20362
2020-11-19T00:00:00+00:00,Chainlink,274507
2020-11-19T00:00:00+00:00,Ocean,19066
2020-11-20T00:00:00+00:00,Api3,2
2020-11-20T00:00:00+00:00,Band,20413
2020-11-20T00:00:00+00:00,Chainlink,275883
2020-11-20T00:00:00+00:00,Ocean,19141
2020-11-21T00:00:00+00:00,Api3,2
2020-11-21T00:00:00+00:00,Band,20520
2020-11-21T00:00:00+00:00,Chainlink,277185
2020-11-21T00:00:00+00:00,Ocean,19213
2020-11-22T00:00:00+00:00,Api3,2
2020-11-22T00:00:00+00:00,Band,20560
2020-11-22T00:00:00+00:00,Chainlink,278126
2020-11-22T00:00:00+00:00,Ocean,19245
2020-11-23T00:00:00+00:00,Api3,2
2020-11-23T00:00:00+00:00,Band,20635
2020-11-23T00:00:00+00:00,Chainlink,279822
2020-11-23T00:00:00+00:00,Ocean,19290
2020-11-24T00:00:00+00:00,Api3,2
2020-11-24T00:00:00+00:00,Band,20740
2020-11-24T00:00:00+00:00,Chainlink,281878
2020-11-24T00:00:00+00:00,Ocean,19335
2020-11-25T00:00:00+00:00,Api3,2
2020-11-25T00:00:00+00:00,Band,20831
2020-11-25T00:00:00+00:00,Chainlink,283343
2020-11-25T00:00:00+00:00,Ocean,19445
2020-11-26T00:00:00+00:00,Api3,2
2020-11-26T00:00:00+00:00,Band,20903
2020-11-26T00:00:00+00:00,Chainlink,283016
2020-11-26T00:00:00+00:00,Ocean,19536
2020-11-27T00:00:00+00:00,Api3,3
2020-11-27T00:00:00+00:00,Band,20971
2020-11-27T00:00:00+00:00,Chainlink,277966
2020-11-27T00:00:00+00:00,Ocean,19596
2020-11-28T00:00:00+00:00,Api3,3
2020-11-28T00:00:00+00:00,Band,21037
2020-11-28T00:00:00+00:00,Chainlink,278932
2020-11-28T00:00:00+00:00,Ocean,19685
2020-11-29T00:00:00+00:00,Api3,3
2020-11-29T00:00:00+00:00,Band,21102
2020-11-29T00:00:00+00:00,Chainlink,279998
2020-11-29T00:00:00+00:00,Ocean,19792
2020-11-30T00:00:00+00:00,Api3,1924
2020-11-30T00:00:00+00:00,Band,21153
2020-11-30T00:00:00+00:00,Chainlink,281175
2020-11-30T00:00:00+00:00,Ocean,19908
2020-12-01T00:00:00+00:00,Api3,2861
2020-12-01T00:00:00+00:00,Band,21219
2020-12-01T00:00:00+00:00,Chainlink,282404
2020-12-01T00:00:00+00:00,Ocean,20061
2020-12-02T00:00:00+00:00,Api3,4067
2020-12-02T00:00:00+00:00,Band,21303
2020-12-02T00:00:00+00:00,Chainlink,283482
2020-12-02T00:00:00+00:00,Ocean,20244
2020-12-03T00:00:00+00:00,Api3,5867
2020-12-03T00:00:00+00:00,Band,21375
2020-12-03T00:00:00+00:00,Chainlink,284357
2020-12-03T00:00:00+00:00,Ocean,20296
2020-12-04T00:00:00+00:00,Api3,7046
2020-12-04T00:00:00+00:00,Band,21389
2020-12-04T00:00:00+00:00,Chainlink,285410
2020-12-04T00:00:00+00:00,Ocean,20291
2020-12-05T00:00:00+00:00,Api3,7405
2020-12-05T00:00:00+00:00,Band,21439
2020-12-05T00:00:00+00:00,Chainlink,286160
2020-12-05T00:00:00+00:00,Ocean,20327
2020-12-06T00:00:00+00:00,Api3,7538
2020-12-06T00:00:00+00:00,Band,21462
2020-12-06T00:00:00+00:00,Chainlink,286744
2020-12-06T00:00:00+00:00,Ocean,20362
2020-12-07T00:00:00+00:00,Api3,7789
2020-12-07T00:00:00+00:00,Band,21139
2020-12-07T00:00:00+00:00,Chainlink,287122
2020-12-07T00:00:00+00:00,Ocean,20426
2020-12-08T00:00:00+00:00,Api3,7821
2020-12-08T00:00:00+00:00,Band,21328
2020-12-08T00:00:00+00:00,Chainlink,287871
2020-12-08T00:00:00+00:00,Ocean,20455
2020-12-09T00:00:00+00:00,Api3,8014
2020-12-09T00:00:00+00:00,Band,21785
2020-12-09T00:00:00+00:00,Chainlink,288714
2020-12-09T00:00:00+00:00,Ocean,20527
2020-12-10T00:00:00+00:00,Api3,8193
2020-12-10T00:00:00+00:00,Band,22176
2020-12-10T00:00:00+00:00,Chainlink,289204
2020-12-10T00:00:00+00:00,Ocean,20565
2020-12-11T00:00:00+00:00,Api3,8184
2020-12-11T00:00:00+00:00,Band,22729
2020-12-11T00:00:00+00:00,Chainlink,289858
2020-12-11T00:00:00+00:00,Ocean,20615
2020-12-12T00:00:00+00:00,Api3,8321
2020-12-12T00:00:00+00:00,Band,23495
2020-12-12T00:00:00+00:00,Chainlink,290658
2020-12-12T00:00:00+00:00,Ocean,20687
2020-12-13T00:00:00+00:00,Api3,8485
2020-12-13T00:00:00+00:00,Band,24493
2020-12-13T00:00:00+00:00,Chainlink,291514
2020-12-13T00:00:00+00:00,Ocean,20743
2020-12-14T00:00:00+00:00,Api3,8545
2020-12-14T00:00:00+00:00,Band,25268
2020-12-14T00:00:00+00:00,Chainlink,292446
2020-12-14T00:00:00+00:00,Ocean,20798
2020-12-15T00:00:00+00:00,Api3,8562
2020-12-15T00:00:00+00:00,Band,25769
2020-12-15T00:00:00+00:00,Chainlink,292948
2020-12-15T00:00:00+00:00,Ocean,20860
2020-12-16T00:00:00+00:00,Api3,8609
2020-12-16T00:00:00+00:00,Band,26244
2020-12-16T00:00:00+00:00,Chainlink,294033
2020-12-16T00:00:00+00:00,Ocean,20948
2020-12-17T00:00:00+00:00,Api3,8673
2020-12-17T00:00:00+00:00,Band,26486
2020-12-17T00:00:00+00:00,Chainlink,295276
2020-12-17T00:00:00+00:00,Ocean,21032
2020-12-18T00:00:00+00:00,Api3,8771
2020-12-18T00:00:00+00:00,Band,26821
2020-12-18T00:00:00+00:00,Chainlink,296352
2020-12-18T00:00:00+00:00,Ocean,21094
2020-12-19T00:00:00+00:00,Api3,8979
2020-12-19T00:00:00+00:00,Band,27196
2020-12-19T00:00:00+00:00,Chainlink,297161
2020-12-19T00:00:00+00:00,Ocean,21150
2020-12-20T00:00:00+00:00,Api3,9331
2020-12-20T00:00:00+00:00,Band,27532
2020-12-20T00:00:00+00:00,Chainlink,297918
2020-12-20T00:00:00+00:00,Ocean,21230
2020-12-21T00:00:00+00:00,Api3,9603
2020-12-21T00:00:00+00:00,Band,27710
2020-12-21T00:00:00+00:00,Chainlink,298361
2020-12-21T00:00:00+00:00,Ocean,21290
2020-12-22T00:00:00+00:00,Api3,9841
2020-12-22T00:00:00+00:00,Band,27929
2020-12-22T00:00:00+00:00,Chainlink,299134
