id,name,n_eip,between,close,eigen
285,cygaar,2,0.0,0.004273504273504274,1.0930426233843157e-16
158,Matt,1,0.0,0.0,1.5905863596480277e-27
631,Francesco Sullo,2,4.4706178800330006e-05,0.007326007326007326,2.1517178023104214e-05
223,Anders,6,0.003048148554567955,0.07353299329105781,2.662224864892261e-06
64,Witek Radomski,3,0.0005883165484209851,0.08974499181192094,9.477617574189853e-05
61,nitika-goel,1,0.0,0.0,1.5905863596480277e-27
203,Simon Fremaux,2,1.2192594218271821e-05,0.005698005698005698,1.7964990734029406e-16
246,James,1,0.0,0.0014245014245014246,4.1696267066357257e-22
26,Yoichi Hirai,1,0.0,0.0,1.5905863596480277e-27
157,Sergio Demian Lerner,2,0.0,0.0,1.5905863596480277e-27
593,Sujith Somraaj,1,0.0,0.0,1.5905863596480277e-27
185,Will Wang,1,0.0,0.007122507122507123,1.6153988176322724e-13
190,Mikhail Kalinin,5,0.000918308780093532,0.09783359622415415,0.00397788369944145
127,Martin Lundfall,2,0.0,0.0,1.5905863596480277e-27
122,James Hancock,8,0.0013974795824900073,0.08259140550807216,0.0001336394370110454
228,Ignacio Mazzara,1,0.0,0.0,1.5905863596480277e-27
274,Sean Darcy,1,0.0,0.0,1.5905863596480277e-27
86,Maxim Kupriianov,1,0.0,0.0014245014245014246,4.1696267066357257e-22
191,Auryn Macmillan,2,0.0,0.0014245014245014246,4.1696267066357257e-22
33,Jacques Dafflon,3,0.0,0.08229324158927047,0.00017316327277579324
605,Pascal Caversaccio,1,0.0,0.0,1.5905863596480277e-27
152,Sina Mahmoodi,1,0.0,0.08775833655525667,0.02091334287672021
644,Chiro,2,0.0,0.0014245014245014246,6.162257452515688e-19
98,0age,2,0.0026001258469693983,0.0953775226787779,0.001158242043853692
171,Weijia Zhang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
244,Tomasz Kajetan Stanczak,2,0.003048148554567955,0.0967950230158298,0.0026454503832670237
229,Shu Dong,2,0.0005100568581310379,0.08076254356148066,2.5648932612600945e-05
68,Jim McDonald,4,0.0,0.0014245014245014246,4.1696267066357257e-22
59,g. nicholas d'andrea,4,0.0009452024431062992,0.09342306524683573,0.006082696802189246
598,Renan Rodrigues de Souza,2,0.0,0.09618239628788151,0.0026343971713951907
259,Buzz Cai,1,0.0,0.0,1.5905863596480277e-27
557,Adam Boudjemaa,2,8.128396145514547e-05,0.01282051282051282,6.702126242246307e-13
57,Paul Bouchon,2,0.0,0.08626387103208294,0.00026486078776380596
73,Xiaoyu Wang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
25,Daniel A. Nagy,1,0.0,0.0,1.5905863596480277e-27
138,Hadrien Croubois,8,0.003442743518009667,0.10765160765160764,0.0007281776145445535
188,Dankrad Feist,7,0.007090878437114563,0.10516829490301231,0.023971662150174374
213,Peter Davies,1,0.0,0.0,1.5905863596480277e-27
111,Loredana Cirstea,5,0.0,0.0014245014245014246,6.067605436889753e-15
22,Richard Moore,5,0.00027196258770200755,0.10492625049587075,0.003536658869125472
208,Aaron Chen,1,0.0,0.07057346105333721,2.0444767676697987e-06
141,Hua Zhang,1,0.0,0.004273504273504274,1.0930426233843157e-16
272,Olivier Fernandez,1,0.0,0.002849002849002849,6.162257452515688e-19
131,James Choncholas,1,0.0,0.0,1.5905863596480277e-27
35,ligi,5,0.006023141543826279,0.08725446093867147,4.657867665610564e-05
53,Pelle Braendgaard,2,0.0,0.0014245014245014246,4.1696267066357257e-22
140,Joseph Stockermans,1,0.0,0.0,1.5905863596480277e-27
179,HexZorro,1,0.0,0.0014245014245014246,4.1696267066357257e-22
175,mineruniter969,2,0.0,0.0,1.5905863596480277e-27
294,Moody Salem,2,0.0,0.07977332605504084,0.0024739153072529866
60,Jan Turk,6,2.0320990363786367e-06,0.007326007326007326,9.281233286249681e-05
199,Jules Lai,2,0.0,0.0,1.5905863596480277e-27
75,Chaitanya Potti,2,0.0,0.0014245014245014246,6.162257452515688e-19
146,Aaron Kendall,1,0.0,0.0014245014245014246,4.1696267066357257e-22
40,Weiwu Zhang,4,0.0,0.0014245014245014246,6.067605436889753e-15
29,Remco Bloemen,2,0.0,0.06784294023877356,2.2764745136754807e-06
638,Dexaran,1,0.0,0.0,1.5905863596480277e-27
186,Sam Porter,1,0.0,0.0,1.5905863596480277e-27
293,2pmflow,1,0.0,0.004273504273504274,1.0930426233843157e-16
250,Agustín Aguilar,1,0.0,0.06944471567472328,1.5747438288170978e-06
135,Christoph Burgdorf,1,0.0,0.0,1.5905863596480277e-27
82,Richard Meissner,2,0.00878438719806484,0.0955774755565112,0.0001826932230945931
673,Agustin Aguilar,2,0.0,0.0014245014245014246,4.1696267066357257e-22
634,Etan Kissling,5,0.0011159271858273284,0.10233547887868874,0.012893742849068466
147,Soham Zemse,2,0.0,0.07335552025817513,3.377704706629673e-05
297,Ernesto García,1,7.991497807235905e-05,0.08372902817347261,3.0432726567103563e-05
30,William Entriken,7,0.0064921511355448555,0.10765160765160764,0.001572600872959636
92,Christoph Mussenbrock,1,0.0,0.0,1.5905863596480277e-27
610,Mihai Onila,2,0.0,0.002849002849002849,6.067605436889757e-15
658,Abderrahmen Hanafi,1,0.0,0.0,1.5905863596480277e-27
257,Samuele Marro,1,0.0,0.0014245014245014246,4.1696267066357257e-22
215,Alex Stokes,4,0.0001452846082008329,0.09380752230546469,0.007248129300737978
28,Cody Burns,1,0.0,0.0,1.5905863596480277e-27
204,Javier Arcenegui,1,0.0,0.004273504273504274,1.0930426233843157e-16
192,Simon Tian,2,0.0,0.0,1.5905863596480277e-27
156,Zach Burks,1,0.0,0.004273504273504274,1.0930426233843157e-16
107,Danno Ferrin,4,0.0,0.09380752230546469,0.11653184323696078
49,Anderson Wesley,1,0.0,0.0,1.5905863596480277e-27
276,Veega Labs,1,0.0,0.005698005698005698,6.067605436889753e-15
97,Yoav Weiss,4,0.004837669660526804,0.12157454890788223,0.004079208791907879
94,Michele Balistreri,1,0.0,0.0,1.5905863596480277e-27
214,Andrei Maiboroda,10,0.0003618345042828061,0.10727166080107256,0.45599846106263864
279,Gaurang Torvekar,1,0.0,0.002849002849002849,6.162257452515688e-19
268,Philipp Bolte,1,0.0,0.002849002849002849,6.162257452515688e-19
48,Matt Lockyer,1,0.0,0.08826806551879154,0.0009087076408982288
32,Jack Peterson,1,0.0,0.0,1.5905863596480277e-27
124,John Adler,1,0.0,0.0,1.5905863596480277e-27
242,Vu Nguyen,1,0.0,0.002849002849002849,6.162257452515688e-19
232,Devin Conley,1,0.0,0.0,1.5905863596480277e-27
618,Keegan Lee,1,0.0,0.08090586662015233,2.5581332683994226e-05
205,Brayton Goodall,1,0.0,0.0014245014245014246,4.1696267066357257e-22
46,Jay Logelin,1,0.0,0.004273504273504274,1.0930426233843157e-16
249,DerivStudio,1,0.0,0.0,1.5905863596480277e-27
3,Joseph Chow,1,0.0,0.0,1.5905863596480277e-27
622,Josh Weintraub,1,0.0,0.0,1.5905863596480277e-27
132,Ricardo Guilherme Schmidt,5,0.0037435626605548293,0.09127218386477645,0.00035084753140540964
280,Gavin Fu,1,0.0,0.0,1.5905863596480277e-27
80,Brian Venturo,1,0.0,0.0,1.5905863596480277e-27
265,Lucas Martín Grasso Ramos,1,0.0,0.0014245014245014246,4.1696267066357257e-22
706,Christian ReitwieBner,1,2.957304309085526e-05,0.10590117500686605,0.001560879625143568
67,Albert Chon,1,0.0,0.0,1.5905863596480277e-27
145,Matt Garnett,12,0.01019711478459382,0.11997488379067325,0.13446104546416968
281,Firn Protocol,1,0.0,0.0032051282051282055,1.685255514836103e-18
93,Andrea Lanfranchi,2,0.0007343257249406368,0.09238187606981932,0.023588100738551457
149,Giuseppe Bertone,1,0.0,0.0,1.5905863596480277e-27
160,Peter Grassberger,1,0.0,0.0,1.5905863596480277e-27
76,Francisco Giordano,6,0.000345795519357098,0.08553556442862259,0.00011607412402794009
291,Filipp Makarov,1,0.0,0.0,1.5905863596480277e-27
674,Eduard López i Fina,1,0.0,0.0,1.5905863596480277e-27
166,Michael Sproul,1,0.0,0.07928774928774929,0.0003043125225169604
7,Fabian Vogelsteller,5,0.02241068257837515,0.12896875768162896,0.004813201489738934
37,Kashish Khullar,1,0.0,0.0,1.5905863596480277e-27
238,Tyler,1,0.0,0.006512006512006512,7.355268192979193e-15
594,Simon Brown,1,0.0,0.0,1.5905863596480277e-27
256,Stanley Wu,1,0.0,0.002849002849002849,6.162257452515688e-19
162,Herman Junge,1,0.0,0.0,1.5905863596480277e-27
96,Cyril Lapinte,1,0.0,0.0014245014245014246,4.1696267066357257e-22
207,William Schwab,2,0.0,0.003256003256003256,5.821203155913337e-17
176,Query0x,1,0.0,0.0,1.5905863596480277e-27
664,Martin Becze,1,0.0,0.0014245014245014246,4.1696267066357257e-22
225,John Peterson,1,0.0,0.002849002849002849,6.162257452515688e-19
155,Gianluca Perletti,1,0.0,0.004273504273504274,1.0930426233843157e-16
700,Carlos Flores,1,0.0,0.0,1.5905863596480277e-27
251,Iván Mañús,1,0.0,0.0014245014245014246,4.1696267066357257e-22
262,Jan Smra,1,0.0,0.005698005698005698,6.067605436889753e-15
270,Isaac Patka,2,2.0320990363786367e-05,0.008547008547008548,1.888201102311145e-13
245,Brendan Asselstine,1,0.0,0.002849002849002849,6.162257452515688e-19
613,Leeren,1,0.0,0.0,1.5905863596480277e-27
642,Cristian Espinoza,1,0.0,0.004558404558404559,1.654036573364167e-16
670,RE:DREAMER Lab,1,0.0,0.009615384615384616,3.6820851041148145e-12
144,Tom Brand,2,6.773663454595455e-07,0.0804064476903983,0.002908443719716842
128,Dominic Letz,1,0.0,0.07112395606935389,2.7847116689206102e-06
626,Jack Boyuan Xu,1,0.0,0.0,1.5905863596480277e-27
643,Christian Fries,1,0.0,0.002849002849002849,6.162257452515688e-19
14,Maurelian,2,0.0,0.09986956372498541,0.0012884321926237793
65,Peter Murray,1,0.0,0.002849002849002849,6.162257452515688e-19
150,Jonathan Underwood,1,0.0,0.0,1.5905863596480277e-27
42,Jorge Izquierdo,4,0.0028262966309767442,0.08419290090573561,5.111791158298506e-05
169,Ben Tinner,1,0.0,0.0,1.5905863596480277e-27
100,Billy Rennekamp,1,0.0,0.004273504273504274,1.0930426233843157e-16
72,Jeff Huang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
89,trustfarm,2,0.0,0.0,1.5905863596480277e-27
172,Victor Porton,2,0.0,0.0,1.5905863596480277e-27
710,Jessica Zheng,1,0.0,0.002849002849002849,6.162257452515688e-19
260,IronMan_CH,1,0.0,0.0,1.5905863596480277e-27
125,Runchao Han,1,0.0,0.005816714150047484,5.835984970469553e-14
596,Shawn Zheng,1,0.0,0.007692307692307692,9.971862275918995e-13
34,Casey Detrio,3,0.0,0.09409794807111628,0.06794660323322209
129,Carl Beekhuizen,3,0.0,0.0,1.5905863596480277e-27
164,Dr. Christopher Gorman,1,0.0,0.0,1.5905863596480277e-27
24,Tobias Oberstein,1,0.0,0.0,1.5905863596480277e-27
177,Philippe Castonguay,4,0.002100729153904439,0.08593865379916275,4.351875939491751e-05
167,Erik Marks,11,0.0046917489618393095,0.11326821326821326,0.0036851366780356093
136,Barry WhiteHat,1,0.0,0.08229324158927047,5.908785719381117e-05
218,Joshua Tan,1,0.0,0.007326007326007326,1.826039369899892e-13
701,Bofu Chen,1,0.0,0.0014245014245014246,4.1696267066357257e-22
178,Calvin Koder,1,0.0,0.0,1.5905863596480277e-27
168,Zhenyu Sun,2,0.0,0.0014245014245014246,4.1696267066357257e-22
109,Alexandre Belling,1,0.0,0.0,1.5905863596480277e-27
194,Lukas Schor,1,0.001605986355276237,0.08675633842141929,2.7531858955169593e-05
85,John Shiple,1,0.0,0.002849002849002849,6.162257452515688e-19
197,Rex Creed,1,0.0,0.0014245014245014246,4.1696267066357257e-22
697,Cathie So,1,0.0,0.06636165333399685,9.957749016123508e-07
630,George,1,0.0,0.0,1.5905863596480277e-27
38,Carl Larson,1,0.0,0.0,1.5905863596480277e-27
195,Anton Bukov,1,0.0,0.0014245014245014246,4.1696267066357257e-22
220,Mark Mackey,1,0.0,0.0,1.5905863596480277e-27
133,Edson Ayllon,1,0.0,0.0,1.5905863596480277e-27
499,Matt Solomon,3,0.006023141543826279,0.09762410244208959,0.006213032993602478
45,James Ray,1,0.0,0.08956867552152424,0.0010792634164833344
296,Paul Edge,1,0.0,0.0,1.5905863596480277e-27
627,Ivo Georgiev,1,0.0,0.0014245014245014246,4.1696267066357257e-22
275,Oliver Terbu,1,0.0,0.07529389899332095,5.23970552184496e-05
104,Lucas Cullen,1,0.0,0.005698005698005698,6.067605436889753e-15
623,Jayden Windle,1,4.5722228318519326e-06,0.014586894586894588,1.35902509451317e-10
216,David Buckman,1,0.0,0.0014245014245014246,4.1696267066357257e-22
123,Adrian Sutton,1,0.0,0.0,1.5905863596480277e-27
170,Alberto Cuesta Cañada,4,0.002052420026742423,0.07753478884431264,0.0005607588872106599
130,Eric Conner,2,0.00038315420559022174,0.09710427229064075,0.0031933313494916255
201,Daniel Ivanov,1,0.0,0.0014245014245014246,4.1696267066357257e-22
241,Julian Traversa,1,0.0,0.06389692479391147,2.0903402979991752e-05
243,Wilkins Chung,4,0.0003373284400388537,0.022792022792022793,1.9964599344442368e-10
236,Jarno Marttila,1,0.0,0.0014245014245014246,4.1696267066357257e-22
261,Jeremy Z,1,0.0,0.0,1.5905863596480277e-27
88,Anurag Angara,1,0.0,0.004273504273504274,1.0930426233843157e-16
58,Antonio Salazar Cardozo,1,0.0,0.0014245014245014246,4.1696267066357257e-22
231,Daniel Tedesco,1,0.0,0.0,1.5905863596480277e-27
239,Mudit Gupta,1,0.0,0.0,1.5905863596480277e-27
54,Phyrex Tsai,1,0.0,0.0014245014245014246,4.1696267066357257e-22
687,Joshua Trujillo,1,0.0,0.0,1.5905863596480277e-27
295,zlace,1,0.0,0.002849002849002849,6.162257452515688e-19
151,Tony Carson,1,0.0,0.002849002849002849,6.162257452515688e-19
209,Joey Santoro,1,0.0009997927258982892,0.07727195905162007,0.00019489718586270161
273,Toni Wahrstätter,2,0.0,0.0970009698733103,0.006158202641060493
39,Dan Phifer,1,0.0,0.002849002849002849,6.162257452515688e-19
266,Saber Yu,1,0.0,0.007755618866729977,2.1936636634972288e-13
202,George Kadianakis,2,0.0012967138990623108,0.10349706206686911,0.015146512814075568
103,Bruno Barbieri,1,0.0,0.0,1.5905863596480277e-27
694,Zak Cole,2,0.0,0.09342306524683573,0.010070712549185684
81,Kevin Owocki,4,0.012253442366396514,0.09857395857395856,0.0056904331775753745
66,Jet Lim,2,0.0,0.0,1.5905863596480277e-27
159,Peter Jihoon Kim,1,0.0,0.002849002849002849,6.162257452515688e-19
55,Bradley Leatherwood,1,0.0,0.0,1.5905863596480277e-27
283,Timi,1,0.0,0.0014245014245014246,4.1696267066357257e-22
112,Shane Jonas,1,0.0,0.0014245014245014246,4.1696267066357257e-22
12,Tjaden Hess,2,0.004198431105048023,0.10541145859064935,0.0032958754345131535
116,Santiago Palladino,3,0.002591699284773121,0.0885251569717589,7.730507256914253e-05
212,Benjamin Chodroff,1,0.0,0.0014245014245014246,4.1696267066357257e-22
189,Joachim Lebrun,1,0.0,0.008241758241758242,2.837978644560966e-13
5,Hudson Jameson,2,0.0,0.0014245014245014246,4.1696267066357257e-22
161,Youssef El Housni,1,0.0,0.003798670465337132,5.000276497249992e-15
682,Saitama,1,0.0,0.002849002849002849,6.162257452515688e-19
102,Alex Forshtat,5,0.0,0.10602431590803682,0.0012747254694718047
200,Ansgar Dietrichs,6,0.002933384736539392,0.1122917631538321,0.027627387526311775
21,Vlad Gluhovsky,1,0.0,0.0,1.5905863596480277e-27
255,Yan,1,0.0,0.0,1.5905863596480277e-27
288,Austin Zhu,1,0.0,0.0014245014245014246,4.1696267066357257e-22
210,Omar Aflak,1,0.0,0.002849002849002849,6.162257452515688e-19
289,Cozy Finance,1,0.0,0.07720652978908694,0.000272322064140135
589,Yuki Aoki,1,0.0,0.0,1.5905863596480277e-27
139,Kelly Olson,2,0.001024177914334833,0.08185001048555805,0.0009670463083783651
119,Daniel Lehrner,6,0.0,0.002849002849002849,8.843528639611655e-09
181,pinkiebell,2,0.0,0.002849002849002849,6.162257452515688e-19
263,liszechung,1,0.0,0.0,1.5905863596480277e-27
253,Hyungsuk Kang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
676,Aubay,1,0.0,0.004273504273504274,1.0930426233843157e-16
277,Yan Zhu,1,0.0,0.07365178649508212,7.98919392328081e-06
240,Luc van Kampen,1,0.0,0.002849002849002849,6.162257452515688e-19
47,David Stanfill,1,0.0,0.0,1.5905863596480277e-27
651,Base Labs,1,0.0,0.002564102564102564,9.086710917174685e-19
237,Alexi,1,0.0,0.0,1.5905863596480277e-27
69,Simon Jentzsch,1,0.0,0.0014245014245014246,4.1696267066357257e-22
79,Ben Kaufman,1,0.0,0.0014245014245014246,4.1696267066357257e-22
601,Pooja Ranjan,1,0.0,0.09099891385320527,6.722079495262397e-05
267,StartfundInc,1,0.0,0.0,1.5905863596480277e-27
592,Thomas Bergmueller,1,0.0,0.0014245014245014246,4.1696267066357257e-22
105,Vincent Eli,1,0.0,0.08033560500520852,3.1340702993306086e-05
74,SmeargleUsedFly,1,0.0,0.0,1.5905863596480277e-27
672,Jessica Chang,1,0.0,0.0,1.5905863596480277e-27
278,Allen Zhou,1,0.0,0.08775833655525667,0.0008398086131003137
707,Gary Liu,1,0.0,0.019943019943019943,2.350714665418886e-06
345,Qin Jian,1,0.0,0.0014245014245014246,4.1696267066357257e-22
340,Patrick Gallagher,1,0.0,0.0014245014245014246,4.1696267066357257e-22
419,Marco De Vries,1,0.0,0.004273504273504274,1.0930426233843157e-16
368,Varun Deshpande,1,0.0,0.007326007326007326,1.826039369899892e-13
597,RoiV,1,0.0,0.0014245014245014246,4.1696267066357257e-22
632,Fangting Liu,1,0.0,0.0014245014245014246,4.1696267066357257e-22
311,Matt Russo,1,0.0,0.09210193099081987,7.56964559756769e-05
649,Ben Fusek,1,0.0,0.006512006512006512,7.355268192979193e-15
310,Chih-Cheng Liang,1,0.0,0.07921886331964524,0.0002933685294079002
343,Chaitanya Konda,2,0.0,0.003798670465337132,1.450190184135129e-14
344,Ben Bollen,1,0.0,0.002849002849002849,6.162257452515688e-19
608,Ngo Quang Anh,1,0.0,0.004273504273504274,1.0930426233843157e-16
616,Kevin Riedl,1,0.0,0.0014245014245014246,4.1696267066357257e-22
300,Tim Coulter,1,0.0,0.0747384521974686,0.0002465221977956575
399,Edward Amor,1,0.0,0.0747384521974686,0.0017178860079697137
334,Chuqiao Ren,1,0.0,0.005698005698005698,6.067605436889753e-15
376,Gregory Rocco,1,0.0,0.09419515669515668,0.0012397052142483639
346,Eli Ben Sasson,2,0.0005333359701513455,0.08708778575063197,0.003138828386945125
398,dRadiant,1,0.0,0.004273504273504274,1.0930426233843157e-16
308,Tom Carchrae,2,0.0,0.07714121123596589,0.002884696138183844
387,Josep Lluis de la Rosa,2,2.0320990363786367e-06,0.004273504273504274,3.5923620977721103e-16
424,Cicada,3,0.0,0.005698005698005698,6.433613558654754e-05
647,Bogdan Popa,2,0.0,0.0014245014245014246,6.162257452515688e-19
401,Yan Ji,1,0.0,0.002849002849002849,6.162257452515688e-19
595,Silvere Heraudeau,1,1.0160495181893184e-06,0.005698005698005698,2.5951768197540502e-14
696,Alexe Spataru,1,0.0,0.004273504273504274,1.2429491139441097e-06
315,Andrew Cooke,2,0.0,0.08442677007491821,4.004428032172022e-05
397,Weiwu,1,0.0,0.0014245014245014246,4.1696267066357257e-22
667,Wizard Wang,2,0.0,0.005698005698005698,3.1784295003481074e-14
369,Mike Meng,1,0.0,0.007122507122507123,1.6153988176322724e-13
332,Julian Svirsky,1,0.0,0.0014245014245014246,4.1696267066357257e-22
389,Kei Kreutler,1,0.0,0.0014245014245014246,4.1696267066357257e-22
591,Victor Dusart,2,0.0,0.0014245014245014246,6.162257452515688e-19
366,Peter Robinson,1,0.0,0.0014245014245014246,4.1696267066357257e-22
600,Qiang Zhu,1,0.0,0.08054850855204211,2.3737027074312396e-05
