id,name,n_eip,between,close,eigen
395,Eric Marti Haynes,1,0.0,0.07649405342358362,0.00010245546465287884
688,Mohamad Hammoud,1,0.0,0.008875739644970414,4.9175504432127e-13
321,Bicong Wang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
659,Zihao Chen,2,0.0005100568581310379,0.08076254356148066,2.5648932612600945e-05
371,Dmitry Khovratovich,1,0.0,0.08545539988838957,0.001958988420393152
341,Christian Tzurcanu,4,0.0,0.0014245014245014246,6.067605436889753e-15
380,Sora Lee,1,0.0,0.07057346105333721,2.0444767676697987e-06
352,Yuefei Tan,1,0.0,0.004273504273504274,1.0930426233843157e-16
410,Frédéric Le Coidic,1,0.0,0.002849002849002849,6.162257452515688e-19
298,Nikolai Mushegian,1,0.0,0.08775833655525667,0.02091334287672021
367,Mojtaba Tefagh,1,0.0,0.0014245014245014246,4.1696267066357257e-22
322,Partha Bhattacharya,2,0.0,0.0014245014245014246,6.162257452515688e-19
354,Juan Blanco,1,0.0,0.0014245014245014246,4.1696267066357257e-22
306,James Sangalli,4,0.0,0.0014245014245014246,6.067605436889753e-15
373,Hugo De la cruz,1,1.1327649500223476e-05,0.0937111116967232,0.04188388273305481
425,locationtba,1,0.0,0.004273504273504274,1.0930426233843157e-16
327,Bryant Eisenbach,5,0.012336081083683295,0.097728737064214,0.0044735345594096
304,Esteban Mino,1,0.0001990102322960144,0.09200899261444165,9.856149794593006e-05
607,Nick Zeman,2,0.0,0.002849002849002849,6.067605436889757e-15
404,Luca Donno,1,0.0,0.0014245014245014246,4.1696267066357257e-22
378,Rosario Arjona,1,0.0,0.004273504273504274,1.0930426233843157e-16
361,James Morgan,1,0.0,0.004273504273504274,1.0930426233843157e-16
412,Sean NG,1,0.0,0.005698005698005698,6.067605436889753e-15
336,Dror Tirosh,4,0.004837669660526804,0.12157454890788223,0.004079208791907879
415,Khemraj Adhawade,1,0.0,0.002849002849002849,6.162257452515688e-19
408,Lauritz Leifermann,1,0.0,0.002849002849002849,6.162257452515688e-19
393,Long Vuong,1,0.0,0.002849002849002849,6.162257452515688e-19
668,msfew,1,0.0,0.08090586662015233,2.5581332683994226e-05
379,Mihir Faujdar,1,0.0,0.0014245014245014246,4.1696267066357257e-22
309,Infernal_toast,1,0.0,0.004273504273504274,1.0930426233843157e-16
406,Matias Arazi,1,0.0,0.0014245014245014246,4.1696267066357257e-22
421,Matt Stam,1,0.0,0.08767395353933814,0.0008096374266050993
356,Uri Klarman,1,0.0,0.0900997150997151,0.004830895852940163
416,Fried L. Trout,1,0.0,0.0032051282051282055,1.685255514836103e-18
652,Baptiste Vauthey,1,0.0,0.0014245014245014246,4.1696267066357257e-22
323,Matt Condon,2,0.003221745469015797,0.09409794807111628,8.381190135137376e-05
364,Sacha Saint-Leger,1,0.0,0.07928774928774929,0.0003043125225169604
303,Tyler Yasaka,1,0.0,0.09507915712295274,0.00017304272768578531
418,Paul Dworzanski,1,8.615299514831291e-05,0.09409794807111628,0.04775852317976563
384,Chao Pi,1,0.0,0.09256945348315906,0.000590123124176017
403,Mücahit Büyükyılmaz,1,0.0,0.002849002849002849,6.162257452515688e-19
335,Laurent Aapro,1,0.0,0.0014245014245014246,4.1696267066357257e-22
500,Steven Pineda,5,2.0320990363786367e-06,0.007326007326007326,9.281233286249681e-05
386,Roberto Bayardo,1,0.0,0.002849002849002849,6.162257452515688e-19
360,Alan Scarpellini,1,0.0,0.004273504273504274,1.0930426233843157e-16
400,Juan Carlos Cantó,1,0.0,0.0014245014245014246,4.1696267066357257e-22
405,David Rábel,1,0.0,0.005698005698005698,6.067605436889753e-15
409,COALA Licensing Taskforce,1,0.0,0.004662004662004662,3.7508649390881664e-14
396,Pierrick Turelier,1,0.0,0.002849002849002849,6.162257452515688e-19
654,Archie Chang,1,0.0,0.009615384615384616,3.6820851041148145e-12
353,Louis Guthmann,2,6.773663454595455e-07,0.0804064476903983,0.002908443719716842
675,Peter Kohl-Landgraf,1,0.0,0.002849002849002849,6.162257452515688e-19
316,Nate Welch,1,0.0,0.002849002849002849,6.162257452515688e-19
312,Joel Torstensson,1,0.0,0.0014245014245014246,4.1696267066357257e-22
307,Manuel Araoz,1,0.0,0.06830030837521474,1.8404389354841548e-06
337,Dan Long,1,0.0,0.004273504273504274,1.0930426233843157e-16
320,Min Zu,1,0.0,0.0014245014245014246,4.1696267066357257e-22
329,Jacques Wagener,1,0.0,0.08775833655525667,0.02091334287672021
319,Evan,1,0.0,0.08775833655525667,0.0008398086131003137
362,Fabien Marino,1,0.0,0.06830030837521474,1.8404389354841548e-06
716,Roy Shang,1,0.0,0.002849002849002849,6.162257452515688e-19
347,Haoyu Lin,1,0.0,0.005816714150047484,5.835984970469553e-14
624,Jason Cheng,2,7.315556530963092e-05,0.01282051282051282,4.10259397445512e-12
330,Jennifer Cooper,1,0.0,0.07707600311150606,0.0013387104708689924
350,Marta Bellés,1,0.0,0.08229324158927047,5.908785719381117e-05
702,Tammy Yang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
331,Howard Marks,1,0.0,0.002849002849002849,6.162257452515688e-19
375,Dane Scarborough,1,0.0,0.0014245014245014246,4.1696267066357257e-22
698,Xiaohang Yu,1,0.0,0.06636165333399685,9.957749016123508e-07
374,Mikhail Melnik,1,0.0,0.0014245014245014246,4.1696267066357257e-22
621,Junyi Zhong,1,0.0,0.004662004662004662,3.7508649390881664e-14
325,Christopher Gewecke,1,1.320864373646114e-05,0.074677241343908,0.0006570925760584131
588,Zahary Karadjov,1,0.0,0.07977332605504084,0.00046338093982255875
348,Eric Dvorsak,1,0.0,0.0728864202085625,1.2609756424885974e-05
411,Jacob Ward,1,0.0,0.07529389899332095,5.23970552184496e-05
338,Kai Yeung,1,0.0,0.005698005698005698,6.067605436889753e-15
678,Benny Giang,1,4.5722228318519326e-06,0.014586894586894588,1.35902509451317e-10
383,Isaac Buckman,1,0.0,0.0014245014245014246,4.1696267066357257e-22
365,Fiona Kobayashi,2,0.0,0.07720652978908694,0.00038979437172540263
377,George Spasov,1,0.0,0.0014245014245014246,4.1696267066357257e-22
392,Robert Robbins,1,0.0,0.06389692479391147,2.0903402979991752e-05
394,Jalil Wahdatehagh,1,0.0,0.013024013024013023,4.267539693982078e-11
390,Martin Moravek,1,0.0,0.0014245014245014246,4.1696267066357257e-22
333,Andy Chorlian,1,0.0,0.004273504273504274,1.0930426233843157e-16
314,Zachary Williamson,1,0.0,0.0014245014245014246,4.1696267066357257e-22
328,Jean M. Cyr,1,0.0,0.09036760325164685,0.0209705398563346
302,Dieter Shirley,1,0.0,0.08327023897800154,6.089525238623738e-05
313,Portal Network Team,1,0.0,0.0014245014245014246,4.1696267066357257e-22
426,zhongfu,1,0.0,0.002849002849002849,6.162257452515688e-19
357,Mehmet Sabir Kiraz,1,0.0,0.002849002849002849,6.162257452515688e-19
381,t11s,1,0.0009997927258982892,0.07727195905162007,0.00019489718586270161
305,James Levy,1,0.0,0.002849002849002849,6.162257452515688e-19
407,Qin Wang,1,0.0,0.007755618866729977,2.1936636634972288e-13
318,Ryan Ghods,1,0.0,0.09910968660968661,0.00032914864503501675
326,Andrew Redden,1,0.0,0.07799906901703309,0.0002869691733486925
363,Kevin Britz,1,0.0,0.002849002849002849,6.162257452515688e-19
417,0xTriple7,1,0.0,0.0014245014245014246,4.1696267066357257e-22
342,Zachary Belford,1,0.0,0.0014245014245014246,4.1696267066357257e-22
355,Liraz Siri,1,5.631948686795995e-06,0.10602431590803682,0.00070823737142926
299,Matt Luongo,1,0.0,0.08207102761558206,0.0001279054787121611
372,Tony Malghem,1,0.0,0.008241758241758242,2.837978644560966e-13
683,Combo,1,0.0,0.002849002849002849,6.162257452515688e-19
420,Terry Chen,1,0.0,0.0014245014245014246,4.1696267066357257e-22
382,Pol-Malo Le Bris,1,0.0,0.002849002849002849,6.162257452515688e-19
422,Tony Sheng,1,0.0,0.07720652978908694,0.000272322064140135
351,Sean Gulley,1,0.0,0.0817766024044051,0.0009658382836599085
402,Viktor Pernjek,1,0.0,0.0014245014245014246,4.1696267066357257e-22
648,BOCA Jeabby,1,0.0,0.004273504273504274,1.0930426233843157e-16
413,Brian R. Bondy,1,0.0,0.07365178649508212,7.98919392328081e-06
391,Jakob Helgesson,1,0.0,0.002849002849002849,6.162257452515688e-19
660,Weiji Guo,2,8.128396145514547e-06,0.004273504273504274,1.9718947518663114e-18
317,Christoph Jentzsch,1,0.0,0.0014245014245014246,4.1696267066357257e-22
324,Adam Levi,1,0.0,0.0014245014245014246,4.1696267066357257e-22
612,Lukas Meyer,1,0.0,0.0014245014245014246,4.1696267066357257e-22
370,Xinqi Yang,1,0.0,0.0014245014245014246,4.1696267066357257e-22
301,Leonid Logvinov,1,0.0,0.06784294023877356,2.2764745136754807e-06
339,Raúl Kripalani,1,0.0,0.09361489905637749,0.0011931667113618475
414,Alex Qin,1,0.0,0.08775833655525667,0.0008398086131003137
708,Henry Chan,1,0.0,0.019943019943019943,2.350714665418886e-06
498,Mario,1,0.0,0.004273504273504274,1.0930426233843157e-16
463,Cedric Ngakam,1,0.0,0.007326007326007326,1.826039369899892e-13
436,John Zettler,1,0.0,0.09210193099081987,7.56964559756769e-05
671,Daniel Fallon-Cyr,1,0.0,0.006512006512006512,7.355268192979193e-15
475,Shrug,5,0.0,0.061195242738866895,6.083249693216012e-07
452,Duncan Westland,2,0.0,0.003798670465337132,1.450190184135129e-14
586,BerlinP,1,0.0,0.004273504273504274,1.0930426233843157e-16
349,Gary Rong,2,0.0010443836644502367,0.07760077589864824,0.0014314976740069834
474,Damian Martinelli,1,0.0,0.007597340930674264,1.8696440841280708e-14
428,Denis Erfurt,1,0.0,0.0747384521974686,0.0002465221977956575
695,Kartik Patel,1,4.5722228318519326e-06,0.012155745489078823,4.7407583396166214e-11
444,Ruthia He,1,0.0,0.005698005698005698,6.067605436889753e-15
468,Brantly Millegan,1,0.0,0.09419515669515668,0.0012397052142483639
503,Avihu Levy,2,0.0005333359701513455,0.08708778575063197,0.003138828386945125
485,D Wang,1,0.0,0.004273504273504274,1.0930426233843157e-16
496,ryley-o,1,0.0,0.013024013024013023,4.267539693982078e-11
433,Gleb Naumenko,2,0.0,0.07714121123596589,0.002884696138183844
478,Easy Innova,1,1.354732690919091e-06,0.0032051282051282055,2.2202018763200374e-16
486,Tyler Kell,1,0.0,0.002849002849002849,6.162257452515688e-19
611,Martin McConnell,1,1.0160495181893184e-06,0.005698005698005698,2.5951768197540502e-14
449,James Therien,2,0.0,0.08442677007491821,4.004428032172022e-05
464,Yi Cai,1,0.0,0.007122507122507123,1.6153988176322724e-13
431,Thomas Shababi,1,0.001024177914334833,0.08229324158927047,6.318815599945139e-05
446,Leo Arias,1,0.0,0.07935675516180303,4.783706644184073e-05
484,Josh Klopfenstein,1,0.0,0.07649405342358362,0.00010245546465287884
689,Nawar Hisso,1,0.0,0.008875739644970414,4.9175504432127e-13
437,Michael Carter,1,0.0,0.07799906901703309,0.002285485022028724
603,Peter Chen,1,1.354732690919091e-06,0.06607312440645773,1.8454360835604267e-06
455,Derek Zhou,1,0.0,0.004273504273504274,1.0930426233843157e-16
491,Julien Béranger,1,0.0,0.002849002849002849,6.162257452515688e-19
467,Thomas Jay Rush,1,0.0,0.06819813887876715,1.0374916479668732e-05
501,Cameron Robertson,1,0.0,0.004273504273504274,1.0930426233843157e-16
609,Narcis Cotaie,2,0.0,0.002849002849002849,6.067605436889757e-15
469,Roberto Román,1,0.0,0.004273504273504274,1.0930426233843157e-16
459,Blaine Malone,1,0.0,0.004273504273504274,1.0930426233843157e-16
477,Andres El-Fakdi,1,1.354732690919091e-06,0.0032051282051282055,2.2202018763200374e-16
493,Tiger,1,0.0,0.005698005698005698,6.067605436889753e-15
495,Nikhil Asrani,1,0.0,0.002849002849002849,6.162257452515688e-19
490,Dennis von der Bey,1,0.0,0.002849002849002849,6.162257452515688e-19
451,Lane Rettig,1,0.0,0.08505682059786537,0.00021921059991425107
435,Jordan Schalm,1,0.0,0.08826806551879154,0.0009087076408982288
482,Anton Buenavista,1,0.0,0.002849002849002849,6.162257452515688e-19
669,Kartin,2,0.003048148554567955,0.08112180754529508,2.5685202229236943e-05
434,Michael Seiler,1,0.0,0.004273504273504274,1.0930426233843157e-16
479,John,1,0.0,0.006512006512006512,7.355268192979193e-15
497,Jared Wasinger,1,8.615299514831291e-05,0.09409794807111628,0.04775852317976563
487,Muhammed Emin Aydın,1,0.0,0.002849002849002849,6.162257452515688e-19
546,Stevan Bogosavljevic,5,2.0320990363786367e-06,0.007326007326007326,9.281233286249681e-05
476,David Núñez,1,0.0,0.002849002849002849,6.162257452515688e-19
458,Roberto Gorini,1,0.0,0.004273504273504274,1.0930426233843157e-16
488,Tomas Jansa,1,0.0,0.005698005698005698,6.067605436889753e-15
662,Chris Whinfrey,1,0.0,0.002849002849002849,6.162257452515688e-19
640,David Huber,1,0.0,0.004558404558404559,1.654036573364167e-16
620,Kai Yu,1,0.0,0.009615384615384616,3.6820851041148145e-12
656,Alexandros Korpis,1,0.0,0.002849002849002849,6.162257452515688e-19
438,Joe Messerman,1,0.0,0.002849002849002849,6.162257452515688e-19
466,Kristof Gazso,1,3.1263062098132874e-07,0.10456526568911889,0.003282350515641708
447,Kiryl Yermakou,1,0.0,0.004273504273504274,1.0930426233843157e-16
440,Yin Xu,1,0.0,0.08775833655525667,0.0008398086131003137
681,Jun,1,0.0,0.002849002849002849,6.162257452515688e-19
453,Jiangshan Yu,2,4.064198072757273e-05,0.009971509971509971,2.3854033801967087e-13
480,Konrad Feldmeier,2,0.0006496986708406288,0.10777885541478921,0.0034528435080631832
473,Diederik Loerakker,1,0.0016579027758512267,0.10337971845908353,0.010231732239797692
429,Fan Torchz,1,0.0,0.08642740443688311,0.00014268877983844122
629,George Huang,1,0.0,0.007692307692307692,9.971862275918995e-13
472,Ido Gershtein,1,0.0,0.007326007326007326,1.826039369899892e-13
442,David Zhang,1,0.0,0.002849002849002849,6.162257452515688e-19
699,Huaizhe Xu,1,0.0,0.06636165333399685,9.957749016123508e-07
650,Ben DiFrancesco,2,0.0,0.0970009698733103,0.006158202641060493
492,Charles Lehner,1,0.0,0.07529389899332095,5.23970552184496e-05
448,Anna Crowley,1,0.0,0.005698005698005698,6.067605436889753e-15
679,Steve Jang,1,4.5722228318519326e-06,0.014586894586894588,1.35902509451317e-10
483,Cry,1,0.0,0.013024013024013023,4.267539693982078e-11
443,Shane Hampton,1,0.0,0.004273504273504274,1.0930426233843157e-16
430,Jacob Evans,2,0.0020402274325241514,0.08342260904017537,6.105330756742716e-05
502,edison0xyz,1,0.0,0.002849002849002849,6.162257452515688e-19
456,Suleman Kardas,1,0.0,0.002849002849002849,6.162257452515688e-19
470,Jet Jadeja,1,0.0009997927258982892,0.07727195905162007,0.00019489718586270161
432,Reuben Youngblom,1,0.0,0.002849002849002849,6.162257452515688e-19
489,Shange Fu,1,0.0,0.007755618866729977,2.1936636634972288e-13
439,Victor Maia,1,0.0,0.09910968660968661,0.00032914864503501675
441,Scott Burke,1,0.0,0.07799906901703309,0.0002869691733486925
460,David Knott,1,0.0,0.002849002849002849,6.162257452515688e-19
427,Piotr Dyraga,1,0.0,0.08207102761558206,0.0001279054787121611
465,Kevin Thizy,1,0.0,0.008241758241758242,2.837978644560966e-13
445,Rick Dudley,1,0.00038315420559022174,0.09710427229064075,0.0031933313494916255
461,Aurore Guillevic,1,0.0,0.003798670465337132,5.000276497249992e-15
684,Luigi,1,0.0,0.002849002849002849,6.162257452515688e-19
471,Marvin Martin,1,0.0,0.002849002849002849,6.162257452515688e-19
454,Simon Peffers,1,0.0,0.0817766024044051,0.0009658382836599085
636,EL MERSHATI Laith,1,0.0,0.004273504273504274,1.0930426233843157e-16
494,Andrea Brancaleoni,1,0.0,0.07365178649508212,7.98919392328081e-06
481,Joshua Hendrix,1,0.0,0.002849002849002849,6.162257452515688e-19
450,Kris Shinn,1,0.0,0.09361489905637749,0.0011931667113618475
711,Joey Liu,1,0.0,0.019943019943019943,2.350714665418886e-06
544,DeFiFoFum,1,0.0,0.004273504273504274,1.0930426233843157e-16
521,Will Villanueva,1,0.001485260525376521,0.10420675620675621,0.009024505425100977
526,Dhruv Malik,1,0.0,0.007326007326007326,1.826039369899892e-13
518,John Max Skaller,1,1.0566914989168912e-05,0.09219505731133638,0.009273246025964561
615,Khanh Pham,1,0.0,0.004273504273504274,1.0930426233843157e-16
533,blockdev,1,0.0,0.007597340930674264,1.8696440841280708e-14
504,RJ Catalano,1,0.0,0.0747384521974686,0.0002465221977956575
512,Yun Ma,1,0.0,0.005698005698005698,6.067605436889753e-15
547,David Levit Gurevich,1,6.773663454595455e-07,0.07908144985334924,0.00044011350881470045
537,PhD,1,0.0,0.004273504273504274,1.0930426233843157e-16
543,Jake Rockland,1,0.0,0.013024013024013023,4.267539693982078e-11
554,Ben Hauser,2,0.0,0.09266352813100781,0.004968761916947765
666,Abu,1,1.0160495181893184e-06,0.005698005698005698,2.5951768197540502e-14
534,Nathan,1,0.0020442916305969086,0.061195242738866895,1.4378353817228171e-07
517,Eric Binet,2,0.0,0.08442677007491821,4.004428032172022e-05
527,Ryan Chow,1,0.0,0.007122507122507123,1.6153988176322724e-13
514,Alejo Salles,1,0.0,0.07935675516180303,4.783706644184073e-05
536,Abhimanyu Nag,1,0.0,0.07649405342358362,0.00010245546465287884
690,Khawla Hassan,1,0.0,0.008875739644970414,4.9175504432127e-13
507,IfDefElse,1,0.0,0.07799906901703309,0.002285485022028724
531,Dan Miller,1,0.0,0.07057346105333721,2.0444767676697987e-06
520,Ran Xing,1,0.0,0.004273504273504274,1.0930426233843157e-16
530,Iluminada Baturone,1,0.0,0.004273504273504274,1.0930426233843157e-16
524,James Seibel,1,0.0,0.004273504273504274,1.0930426233843157e-16
541,Fred,1,0.0,0.005698005698005698,6.067605436889753e-15
720,sebastian echeverry,1,0.0,0.08826806551879154,0.0009087076408982288
506,Brandon Grill,1,0.0,0.004273504273504274,1.0930426233843157e-16
509,Amir Bandeali,1,0.0,0.07853653030224951,1.1031630857507028e-05
523,Manuel Olivi,1,0.0,0.004273504273504274,1.0930426233843157e-16
538,Jan Bure,1,0.0,0.005698005698005698,6.067605436889753e-15
655,Arran Schlosberg,1,0.0,0.004558404558404559,1.654036573364167e-16
590,Yonathan Randyanto,1,0.0,0.009615384615384616,3.6820851041148145e-12
529,Namra Patel,1,3.1263062098132874e-07,0.10456526568911889,0.003282350515641708
515,Nate van der Ende,1,0.0,0.004273504273504274,1.0930426233843157e-16
619,Kay Lin,1,0.0,0.007692307692307692,9.971862275918995e-13
532,Eyal Eithcowich,1,0.0,0.007326007326007326,1.826039369899892e-13
540,Sam Gbafa,1,0.0,0.07529389899332095,5.23970552184496e-05
516,Caroline Marshall,1,0.0,0.005698005698005698,6.067605436889753e-15
637,Druzy Downs,1,4.5722228318519326e-06,0.014586894586894588,1.35902509451317e-10
525,Austin Williams,2,0.0,0.07720652978908694,0.00038979437172540263
535,Sillytuna,1,0.0,0.013024013024013023,4.267539693982078e-11
511,Noah Zinsmeister,1,0.0,0.004273504273504274,1.0930426233843157e-16
505,Nastassia Sachs,1,0.0,0.08327023897800154,6.089525238623738e-05
539,Shiping Chen,1,0.0,0.007755618866729977,2.1936636634972288e-13
508,Marc Garreau,1,0.0,0.09910968660968661,0.00032914864503501675
510,Kevin Seagraves,1,0.0,0.07799906901703309,0.0002869691733486925
528,Luc Falempin,1,0.0,0.008241758241758242,2.837978644560966e-13
513,Matthew Slipper,1,0.00038315420559022174,0.09710427229064075,0.0031933313494916255
545,David Laprade,1,0.0,0.07720652978908694,0.000272322064140135
519,Justin Drake,1,0.0,0.0817766024044051,0.0009658382836599085
617,KEMP Elia,1,0.0,0.004273504273504274,1.0930426233843157e-16
542,Kyle Den Hartog,2,0.003048148554567955,0.09228837214667174,0.00020627600554212758
713,Lauren Ho,1,0.0,0.019943019943019943,2.350714665418886e-06
555,Samuel Gwlanold Edoumou,1,0.0,0.007326007326007326,1.826039369899892e-13
561,Austin Griffith,1,0.0,0.007597340930674264,1.8696440841280708e-14
548,Iuri Matias,1,0.0,0.0747384521974686,0.0002465221977956575
550,Xuanzhe Liu,1,0.0,0.005698005698005698,6.067605436889753e-15
566,andy8052,1,0.0,0.013024013024013023,4.267539693982078e-11
556,Zhongxin Wu,1,0.0,0.007122507122507123,1.6153988176322724e-13
552,Stephane Gosselin,1,0.0,0.07935675516180303,4.783706644184073e-05
691,Mohammad Zakeri Rad,1,0.0,0.008875739644970414,4.9175504432127e-13
558,AndreasGassmann,1,0.0,0.07057346105333721,2.0444767676697987e-06
565,Fov Cao,1,0.0,0.005698005698005698,6.067605436889753e-15
563,DOBBYLABS,1,0.0,0.005698005698005698,6.067605436889753e-15
645,Boyu Chu,1,0.0,0.009615384615384616,3.6820851041148145e-12
560,Michael Zargham,1,0.0,0.007326007326007326,1.826039369899892e-13
553,Katrina Donaghy,1,0.0,0.005698005698005698,6.067605436889753e-15
599,Raymond Huynh,1,4.5722228318519326e-06,0.014586894586894588,1.35902509451317e-10
562,Cyberpnk,1,0.0,0.013024013024013023,4.267539693982078e-11
564,Sherry Xu,1,0.0,0.007755618866729977,2.1936636634972288e-13
549,Luka Kacil,1,0.0,0.07799906901703309,0.0002869691733486925
551,Ian Norden,1,0.00038315420559022174,0.09710427229064075,0.0031933313494916255
567,Payom Dousti,1,0.0,0.07720652978908694,0.000272322064140135
709,Jeff Leung,1,0.0,0.019943019943019943,2.350714665418886e-06
570,Toufic Batrice,1,0.0,0.007326007326007326,1.826039369899892e-13
628,Glitch,1,0.0,0.09200899261444165,0.0002054439368899183
571,AlvisDu,1,0.0,0.007122507122507123,1.6153988176322724e-13
692,Ashish Sood,1,0.0,0.008875739644970414,4.9175504432127e-13
573,xardass,1,0.0,0.07057346105333721,2.0444767676697987e-06
568,Bertrand Masius,1,0.0,0.07853653030224951,1.1031630857507028e-05
646,Boxi Li,1,0.0,0.009615384615384616,3.6820851041148145e-12
572,Shahaf Nacson,1,3.1263062098132874e-07,0.10456526568911889,0.003282350515641708
575,Mofi Taiwo,1,0.0016579027758512267,0.10337971845908353,0.010231732239797692
574,Sam Furter,1,0.0,0.007326007326007326,1.826039369899892e-13
663,Charles Cunningham,1,0.0,0.07529389899332095,5.23970552184496e-05
680,Alanah Lam,1,4.5722228318519326e-06,0.014586894586894588,1.35902509451317e-10
569,Stefan Simec,1,0.0,0.07799906901703309,0.0002869691733486925
576,Chad Fleming,1,0.0,0.07720652978908694,0.000272322064140135
718,Yvan Fatal,1,0.0,0.019943019943019943,2.350714665418886e-06
625,Jake Moxey,1,0.0,0.09200899261444165,0.0002054439368899183
579,Lixin Liu,1,0.0,0.07057346105333721,2.0444767676697987e-06
577,Piotr Kosinski,1,0.0,0.07799906901703309,0.0002869691733486925
578,Sachin Tomar,1,5.631948686795995e-06,0.10602431590803682,0.00070823737142926
580,Franz Chen,1,0.0,0.07720652978908694,0.000272322064140135
705,Brian Liang,1,0.0,0.019943019943019943,2.350714665418886e-06
602,Pierre Bertet,1,0.0,0.09200899261444165,0.0002054439368899183
581,ankit raj,1,0.0,0.07799906901703309,0.0002869691733486925
582,Patrick McCorry,1,5.631948686795995e-06,0.10602431590803682,0.00070823737142926
717,Seungyong Moon,1,0.0,0.019943019943019943,2.350714665418886e-06
641,Darryl Yeo,1,0.0,0.09200899261444165,0.0002054439368899183
583,John Griffin,1,0.0,0.07799906901703309,0.0002869691733486925
584,Nicolas Venturo,1,5.631948686795995e-06,0.10602431590803682,0.00070823737142926
712,Joyce Li,1,0.0,0.019943019943019943,2.350714665418886e-06
693,Yaroslav Sergievsky,1,0.0,0.09200899261444165,0.0002054439368899183
585,Nathan Creswell,1,0.0,0.07799906901703309,0.0002869691733486925
715,Phoebe Kwok,1,0.0,0.019943019943019943,2.350714665418886e-06
704,Avir Mahtani,1,0.0,0.019943019943019943,2.350714665418886e-06
719,Zeon Chan,1,0.0,0.019943019943019943,2.350714665418886e-06
703,Antoine Cote,1,0.0,0.019943019943019943,2.350714665418886e-06
