Website
https://ethereum-magicians.org//t/ethereum-improvement-proposal-all-info/12326
https://ethereum-magicians.org//t/about-the-eips-category/12
https://ethereum-magicians.org//t/add-eip-versioning-scheme-for-eips/17295
https://ethereum-magicians.org//t/digital-web-recovery-help-stolen-crypto-victim-recovery-back-their-funds/17836
https://ethereum-magicians.org//t/discussion-on-erc-7583-for-inscribing-data-in-smart-contract/17661
https://ethereum-magicians.org//t/eip-75xx-reserve-precompile-address-range-for-rips-l2s/17828
https://ethereum-magicians.org//t/eip-7212-precompiled-for-secp256r1-curve-support/14789
https://ethereum-magicians.org//t/eip-7377-migration-transaction/15144
https://ethereum-magicians.org//t/rip-7560-native-account-abstraction/16664
https://ethereum-magicians.org//t/eip-7054-gas-efficient-square-root-calculation-with-binary-search-approach/14539
https://ethereum-magicians.org//t/eip-6909-multi-token-standard/13891
https://ethereum-magicians.org//t/extending-erc-721-standard-for-text-based-nft-use-in-social-media/17685
https://ethereum-magicians.org//t/erc-7571-shadow-events/17134
https://ethereum-magicians.org//t/stealth-meta-address-registry/12888
https://ethereum-magicians.org//t/erc-7582-modular-accounts-with-delegated-validation/17640
https://ethereum-magicians.org//t/erc-7580-inter-dapp-tracking-inferface/17653
https://ethereum-magicians.org//t/increase-block-gas-target-and-gaslimit/17626
https://ethereum-magicians.org//t/eip-linagee-name-registrar-and-ethereum-content-delivery-network/17596
https://ethereum-magicians.org//t/eip-4844-shard-blob-transactions/8430
https://ethereum-magicians.org//t/standardizing-metadata-for-interactive-nfts/6168
https://ethereum-magicians.org//t/evm-object-format-eof/5727
https://ethereum-magicians.org//t/erc-165-versioning-to-avoid-irreparable-errors/17564
https://ethereum-magicians.org//t/erc-7578-physical-asset-redemption/17556
https://ethereum-magicians.org//t/erc-7579-minimal-modular-smart-accounts/17336
https://ethereum-magicians.org//t/eip-7547-inclusion-lists/17474
https://ethereum-magicians.org//t/erc-7513-smart-nft-a-component-for-intent-centric/15696
https://ethereum-magicians.org//t/erc-7521-generalized-intents-for-smart-contract-wallets/15840
https://ethereum-magicians.org//t/erc-223-token-standard/12894
https://ethereum-magicians.org//t/last-call-eip-5216-erc1155-approval-by-amount/9898
https://ethereum-magicians.org//t/erc-7512-onchain-audit-representation/15683
https://ethereum-magicians.org//t/eip-7546-upgradeable-clone/16256
https://ethereum-magicians.org//t/eip-3855-push0-instruction/7014
https://ethereum-magicians.org//t/eip-7528-eth-native-asset-address-convention/15989
https://ethereum-magicians.org//t/eip-7529-dns-over-https-for-contract-discovery-and-etld-1-association/15996
https://ethereum-magicians.org//t/erc-7524-plume-signature-in-wallets/15902
https://ethereum-magicians.org//t/eip-4804-web3-url-to-evm-call-message-translation/8300
https://ethereum-magicians.org//t/eip-7002-execution-layer-triggerable-exits/14195
https://ethereum-magicians.org//t/eip-1822-universal-upgradeable-proxy-standard-uups/2842
https://ethereum-magicians.org//t/eip-5521-erc-721-referable-nft/10310
https://ethereum-magicians.org//t/new-eip-recallable-token-standard-for-rwa-crowdfunding/17170
https://ethereum-magicians.org//t/proposal-for-a-new-eip-erc-2612-style-permits-for-erc1155-nfts/15504
https://ethereum-magicians.org//t/eip-7017-notifications-interface-for-a-more-engaging-blockchain/11091
https://ethereum-magicians.org//t/any-eip-erc-related-with-airdrop-status-existing/16976
https://ethereum-magicians.org//t/erc-7558-minimal-lockable-range-nfts/16668
https://ethereum-magicians.org//t/eip-7534-transaction-carrying-theorem-tct-proposal/17125
https://ethereum-magicians.org//t/dencun-hardfork-meta/16924
https://ethereum-magicians.org//t/eip-1153-transient-storage-opcodes/553
https://ethereum-magicians.org//t/eip-2537-bls12-precompile-discussion-thread/4187
